book_title,chapter_number,chapter_title,sentence_number,sentence_text
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,11,"Ang kapitan ay isang ginoo na may magiliw na anyo, lubha ng matanda, dating maglalayag na noong kabataan niya ay namahala sa lalong matuling daong at sa lalong malawak na karagatan at ngayong tumanda’y ginagamit ang lalong malaking pag-iisip, pagiingat at pagbabantay upang maiwasan ang maliliit na kapanganiban...."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,12,"At yaon din ang balakid sa araw araw, ang dati ring mabababaw na burak, ang dati ring laki ng bapor na nasasadsad sa mga liko ring yaon, na wari’y isang matabang babai sa gitna ng siksikan ng tao, kaya’t ang mabait na kapitan ay humihinto sa bawa’t sandali, umuurong, pinagkakalahati lamang ang tulin, pinagpapalipatlipat sa kaliwa’t sa kanan ang limang marinerong may hawak na tikin upang ipanibulos ang likong itinuturo ng timon."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,13,"Waring isang matandang kawal, na matapos mamuno sa mga tao sa isang maligalig na himagsikan, ay naging taga pag-alaga, ng tumanda, ng batang masumpungin, matigas ang ulo at tamad."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,14,"At si aling Victorina na siyang tanging babaing nakiupo sa lipon ng mga europeo ay siyang makapagsasabi kung ang bapor Tabo ay tamad, masuwayin at masumpungin; si aling Victorina, na gaya ng karaniwan ay napakamasindakin, ay nagtutungayaw sa mga kasko, banka, balsa ng niyog, mga indio na namamangka at sampung mga naglalaba at nagsisipaligo na kinayayamutan niya dahil sa pagkakatuwa at kaingayan!"
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,15,"Siya nga naman, kung walang mga indio sa ilog at sa bayan ay bubuti ang lakad ng Tabo, oo!"
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,16,"kung walang isa mang indio, sa mundo; hindi niya napupunang ang mga tumitimon ay pawang indio, indio ang mga marinero, indio ang mga makinista, indio ang siyam na pu’t siyam sa bawa’t isang daang sakay at siya man ay india rin kung kakayurin ang kaniyang pulbos at huhubaran siya ng ipinagmamalaking bata."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,17,"Nang umagang iyon ay lalo pang namumuhi si aling Victorina dahil sa hindi siya pinapansin ng mga kalipon, at dapat nga namang magkagayon, sapagka’t tignan nga naman ninyo: magkalipon doon ang tatlong prayleng nananalig na ang boong mundo’y lalakad ng patiwarik sa araw na sila’y lumakad ng matuwid; isang walang pagal na D. Custodio na payapang natutulog, na siyangsiya ang loob sa kaniyang mga munakala; isang walang pagod na manunulat na gaya ni Ben-Zayb (katimbang ng Ibañez) na nag-aakalang kung kaya’t may nag-iisip sa Maynila ay sa dahilang siya’y nag-iisip; isang canonigo na gaya ni P. Irene na nagbibigay dangal sa mga pari dahil sa mabuti ang pagkakaahit ng kaniyang mukhang kinatatayuan ng isang ilong hudio at dahil sa kaniyang sotanang sutla na mainam ang tabas at maraming botones; at isang mayamang mag-aalahas na gaya ni Simoun na siya manding tanungan at nag-uudyok sa mga galaw ng Capitan General; akalain nga ba namang magkatatagpo ang mga haliging ito na sine quibus non ng bayan, magkapipisan doon at maligayang nag-uusap, na hindi nabibighaning malugod sa isang tumakwil sa pagkapilipina, na nagpapula ng buhok, ¡bagay ng sukat makabugnot sa isang Joba!"
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,18,", pangalang ikinakapit sa sarili ni aling Victorina kailan ma’t may katungo."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,19,At ang pagkayamot ng babai’y nararagdagan sa bawa’t pagsigaw ng Kapitan ng: baborp!
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,20,estriborp!
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,21,", bubunutin ng mga marino ang kanilang mahahabang tikin at isasaksak sa isa’t isang gilid at pinipigil sa tulong ng kanilang mga hita’t balikat na masadsad sa dakong iyon ang bapor."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,22,Kung susukatin sa gayong anyo ang daong ng Pamahalaan ay masasabing nawawala ang pagkapagong at nagiging alimango sa tuwing malalapit ang isang panganib.
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,23,"—Ngunit kapitan, ¿bakit tumutungo sa dakong iyan ang inyong mga mangmang na timonel?"
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,24,—ang tanong na pagalit ng babai.
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,25,"—Sapagka’t doon ay napakababaw, ali—ang sagot na malumanay ng Kapitan at ikinindat ang mata."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,26,"Naugali na ang ganito ng Kapitan upang sabihin wari sa kaniyang mga salita, na dahandahang lumabas: marahan, marahang marahan!"
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,27,"—Kalahating tulin ng makina, ba, kalahating tulin!"
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,28,—ang paalipustang tutol ni aling Victorina—¿bakit hindi boong tulin?
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,29,"—Sapagka’t maglalayag tayo sa mga palayang iyan, ali,—ang walang katinagtinag na sagot ng Kapitan na sabay ang paglabi upang ituro ang bukid; makalawang kumindat."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,30,Ang aling Victorinang ito ay kilala dahil sa kaniyang mga kasagwaan at mga himaling.
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,31,"Dumadalong palagi sa mga lipunan at siya’y tinitiis doon kailan ma’t kasama ang kaniyang pamangkin, si Paulita Gomez, maganda at mayamang binibini, ulila sa ama’t ina, na kinukupkop ni aling Victorina."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,32,"Nang tumanda na ang aling Victorinang ito ay nag-asawa sa isang kulang-palad na ang pangalan ay D. Tiburcio de Espadaña, at sa mga sandaling ito na nakikita natin siya ay may labing limang taon nang kasal, ang buhok ay postiso at ang kalahati ng kagayakan ay ayos taga Europa."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,33,"Sa dahilang ang kaniyang boong hangad sapol ng magkaasawa ay ang mag-anyong europea, sa tulong ng ilang mahalay na kaparaanan, ay nahulog ding unti-unti ang kaniyang ayos sa isang anyong, sa kasalukuyan, kahi’t na magtulong si Quatrefages at si Virchow ay hindi mawawatasan kung sa aling lahing mga kilala siya maihahalo."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,34,"Makaraan ang ilang taong pagkakasal, ang kaniyang asawang nagtiis, na wari’y fakir na umalinsunod sa lahat ng kaniyang maibigan, ay dinalaw ng isang masamang sandali, isang araw, at hinambalos siya ng tinutungkod sa pagkapilay."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,35,"Dahil sa pagkakabigla ni aling Joba, sa gayong pagbabagong ugali, ay hindi naalumana ang magiging kasunod ng pangyayari, at ng makaraan ang pagkakagitla at ng ang kaniyang asawa ay makatanan, ay saka pa lamang naramdaman ang sakit at nahigang ilang araw, sa gitna ng pagkagalak ni Paulita na mahilig sa pagtatawa at pagbibiro sa kaniyang ali."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,36,"Ngunit ang asawa, sindak sa nagawang kasalanan, na sa kaniya’y waring isang kakilakilabot na pagpatay sa kabiyak ng puso ang gayong nagawa, habol ng mga furia sa tahanan (ang dalawang aso at isang loro sa bahay), ay nagtatakbo ng boong tuling ipinahintulot ng kaniyang pilay, lumulan sa unang sasakyang natagpuan, sumakay sa unang bangkang nakita sa isang ilog, at, Ulises na pilipino, nagpagalagala sa mga bayan-bayan, sa isa’t isang lalawigan, sa isa’t isang pulo, na pinamumuntutan ng kaniyang Calipso, na naka quevedo, na nakayayamot sa bawa’t makasama sa paglalakbay."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,37,"Tumanggap ng balita na ang lalaki’y nagtatago sa isang bayan ng Laguna, kaya’t yaon na siya upang akitin sa tulong ng kaniyang buhok na tinina."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,38,Ang mga kasabay ay nagkaisang magsanggalang sa kaniyang pakikitungo sa pamagitan ng isang walang hintong pagsasalitaang ang balang bagay ay pinagtalunan.
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,39,"Sa mga sandaling iyon, dahil sa palikoliko ng ilog, ay pinag-uusapan ang pagtutuwid sa kaniya at ang ukol sa mga gawain ng Obras del Puerto."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,40,"Si Ben-Zayb, ang manunulat na mukhang prayle, ay nakikipagtalo sa isang paring bata na mukha namang artillero."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,41,"Kapwa nagsisigawang ang anyo ng mukha ay iniaayos sa sinasabi, itinataas ang mga bisig, inilalahad ang mga kamay, nagsisitadyak, nag-uusap ng ukol sa patitis, mga palaisdaan, ilog San Mateo, mga indio at ibp."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,42,"sa gitna ng kasiyahang loob ng mga nakikinig at sa gitna rin naman ng boong pagkainip ng isang matandang paring pransiskano, na lubhang napakapayat at nangangalirang, at ng isang dominiko na maganda ang tindig na nagbabakas.... nagbabakas sa kaniyang mga labi ng isang ngiting pakutya."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,43,"Ang payat na pransiskano, na nakapuna sa ngiti ng dominiko, ay nagnasang makilahok sa usapan, upang maputol."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,44,"Iginagalang siya marahil, kaya’t sa isang kilos lamang ng kamay ay napigil ang pag-uusap ng dalawa, nang ang paring-artillero ay tumukoy ng ukol sa kinatutuhan at ang manunulat na prayle ay ng ukol naman sa karunungan."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,45,"—¿Alam baga ninyo kung ano ang mga taong marurunong, Ben-Zayb?"
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,46,"—anang pransiskano na ang boses ay malalim, na hindi man lamang halos gumalaw sa kaniyang uupan, at ang mga nangangalirang na kamay ay bahagya nang ikilos—Nariyan sa lalawigan ang Puente del Capricho, na gawa ng isang kapatid namin, at hindi nayari, sapagka’t pinintasang mahina at mapanganib ng mga marurunong, sa panunulay sa kanilang mga sapantaha, ngunit tignan ninyo’t nariyan ang tulay na naglalaban sa lahat ng baha at lindol."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,47,"—Iyan, puñales, iyang talaga, iyan nga sana ang sasabihin ko!"
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,48,"—ang wika ng paring artillero na kasabay ang suntok sa gabay ng kaniyang luklukang kawayan;—iyan, ang Puente del Capricho at ang mga marurunong; iyan sana ang sasabihin ko, P. Salvi, puñales."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,49,"Napahintong nakangiti si Ben-Zayb, marahil sa paggalang o kaya’y dahil sa sadyang walang maalamang isagot; kahit gayong ¡siya ang tanging nag-iisip dito sa Pilipinas!"
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,50,"—Si P. Irene ay sumasang-ayon sa tulong ng ulo, samantalang pinapahidpahiran ang kaniyang mahabang ilong."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,51,"Si P. Salvi, iyong paring payat at nangangalirang, ay nagpatuloy, na waring nasiyahan sa gayong pangangayupapa, sa gitna ng katahimikan:"
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,52,—Datapwa’y hindi ibig sabihin ng ganito na kayo’y wala sa katwiran at gayon din naman si P. Camorra (ito ang pangalan ng paring artillero); ang kasamaan ay nasa lawa.....
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,53,"—Sadya namang walang mabuting lawa sa lupaing ito—ang patlang ni aling Victorina, na muhing muhi na at humanda upang lusubing muli ang kuta."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,54,"Ang mga binabakod ay sindak na nagtinginan, ngunit, gaya ng katalasan ng isang general, dumulog ang mag-aalahas na si Simoun:"
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,55,"—Ang kagamutan ay napakadali,—anya na ang pagbigkas ng salita ay katangitangi, kalahating ingles at kalahating amerikano sa Timog—at hindi ko nga maalaman kung bakit hindi pa naiisip ng kahit sino."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,56,"Ang lahat ay lumingon, sampu ng dominiko, at pinakinggan siyang mabuti."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,57,"Ang mag-aalahas ay isang taong yayat, mataas, malitid, napakakayumanggi, suot ingles at ang ginagamit ay waring salakot na timsim."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,58,"Katangitangi sa kaniya ang mahabang buhok na puting puti na natitiwali sa misay na itim, madalang, na nagpapakilala ng kaniyang pagkamestiso."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,59,"Upang iwasan ang sinag ng araw ay palaging gumagamit ng salaming asul na de rejillas, na tumatakip sa kaniyang mga mata at bahagi ng mga pisngi, na siyang nagbibigay sa kaniya ng anyong bulag o may sakit sa mata."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,60,"Nakatayong ang paa’y nakabikaka upang makapanimbang wari, ang mga kamay ay nakapasok sa mga alapot ng kaniyang chaqueta."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,61,—Ang kagamutan ay lubhang madali—ang ulit—at walang magugugol.
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,62,Ang pakikingig na mabuti ay nag-ibayo.
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,63,"Nasasabisabi sa mga lipunan sa Maynila na ang taong iyon ay siyang sinusunod ng General, kaya’t nakikinikinita na ng lahat na ang kagamutan ay magagawa."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,64,Pati si D. Custodio ay napalingon.
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,65,"—Magbukas ng isang ludlod na tuwid, mula sa pagpasok ng ilog hangang sa paglabas, na dadaan sa Maynila, ito nga, gumawa ng isang bagong ilog na ludlod at tabunan ang dating ilog Pasig."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,66,"Hindi mag-aaksaya ng lupa at iikli ang paglalakbay, mapipigil ang pagkakaroon ng dakong mababaw."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,67,"Ang panukalang ito’y nakalito sa lahat halos, na nahirati sa mga paraang tapaltapal."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,68,"—Isang munakalang yankee—ani Ben-Zayb, na ibig kalugdan ni Simoun—Ang mag-aalahas ay malaong naninirahan sa Amerika, sa Hilaga."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,69,Inari ng lahat na malaki ang palagay at ang gayon ay ipinakilala sa mga galaw ng ulo.
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,70,"Tangi si D. Custodio, ang may magandang loob na si D. Custodio, na dahil sa kaniyang malayang kalagayan at matataas na katungkulang ginaganap, ay nag-akalang nararapat na bakahin niya ang isang panukala na hindi sa kaniya buhat—¡iyon ay isang pangungunang bait!"
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,71,"—umubo, hinaplos ang kaniyang misay at sa tulong ng kaniyang matigas na boses at waring nasa sa isang sadyang pagpupulong ng Ayuntamiento, ay nagwikang:"
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,72,"—Patawarin ako ni G. Simoun, na aking kagalanggalang na kaibigan, kung sabihin kong hindi niya ako kasang-ayon; maraming salapi ang magugugol at marahil ay sisira tayo ng mga bayanan."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,73,—Sumira!
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,74,—ang mahinahong sagot ng mag-aalahas.
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,75,—¿At ang salaping ibabayad sa mga manggagawa?......
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,76,—Huwag bayaran.
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,77,Sa mga bilanggo at presidiario......
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,78,"—Hindi makasasapat, ginoong Simoun!"
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,79,"—Kung hindi sasapat, ang lahat ng bayan, ang mga matatanda, ang mga binata, ang mga bata, ay gumawa, at palitan ang labing limang araw na sapilitang paggawa, ng tatlo, apat o limang buwang paggawa na ukol sa Pamahalaan, na may katungkulan pang ang bawa’t isa ay magdala ng kaniyang pagkain at kasangkapan."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,80,Si D. Custodio ay sindak na lumingon upang tanawin kung sa kalapit ay may isang indio na nakakadingig sa kanila.
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,81,"Salamat na lamang at ang nangaroroon ay pawang taga bukid, at ang dalawang timonel ay waring walang pinapansin kun di ang mga liko ng ilog."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,82,"—Ngunit, ginoong Simoun....."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,83,"—Manalig kayo, D. Custodio—ang matigas na patuloy ni Simoun—sa ganiyang paraan lamang nayayari ang malalaking gawain, sa munting gugol."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,84,"Sa ganiyang paraan nayari ang mga Piramide, ang lawang Mœris at ang Coliseo sa Roma."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,85,"Booboong lalawigan ay nanggagaling sa mga kaparangan na daladala ang kanilang mga sibuyas upang may makain; ang mga matatanda, mga binata at mga bata ay nangaghahakot ng bato, tinatapyas nila at pinapasan sa pamamahala ng pamalo ng nakapangyayari; at pagkatapos ay bumabalik sa kanikanilang bayan ang nangalabi, o nangamamatay sa buhanginan ng kalawakan."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,86,"Makaraan yaon ay dumadating ang ibang lalawigan, pagkatapos ay iba naman, sunod sunod sa paggawa sa loob ng mga taon; ang gawain ay natatapos at ngayo’y hinahangaan natin, naglalakbay tayo, napaparoon tayo sa Egipto o sa Roma, pinupuri natin ang mga Faraon, ang mga mag-aanak na Antonina......"
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,87,Maniwala kayo D. Custodio; ang mga patay ay naiiwang patay at ang malakas lamang ang binibigyan ng katwiran ng mga kapanahunang susunod.
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,88,"—Ngunit ang mga ganiyang kaparaanan, ginoong Simoun, ay mangyayaring maging sanhi ng kaguluhan—ang sabi ni D. Custodio na hindi mapalagay dahil sa masamang tungo ng salitaan."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,89,"—Kaguluhan; ha, ha!"
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,90,"¿Naghimagsik baga ang bayang ehipsio minsan man, naghimagsik ang mga piit na hudio ng laban sa maawaing si Tito?"
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,91,¡Hindi ko akalaing mahina pala kayo sa mga bagay na nasasabi sa kasaysayan!
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,92,Napagkikilala na ang Simoung yaon ay napakamapagmalaki o walang pinagaralan.
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,93,"¡Ipamukha kay D. Custodio na hindi nakababatid ng kasaysayan, ay isang bagay na makagagalit sa kahit kanino!"
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,94,"At gayon nga ang nangyari, nakalimot si D. Custodio sa dating hilig at sumagot ng:"
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,95,"—Ang bagay, ay sa dahilang hindi ehipsio ni hudio ang inyong mga kakaharapin!"
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,96,"—At ang bayang ito’y hindi miminsang naghimagsik na—ang dugtong na may munting takot ng dominiko—noong kapanahunang pinahihila ng malalaking kahoy upang gawing mga daong, kung hindi dahil sa mga pari......"
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,97,—Ang kapanahunang iyon ay malayo na;—ang sagot ni Simoun na ang tawa’y lalo pa manding matigas kay sa karaniwan—ang mga pulong ito’y hindi muling maghihimagsik ng dahil sa mga gawain at buwis......
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,98,"¿Hindi baga pinupuri ninyo P. Salvi—ang dugtong, na, ang hinarap ay ang payat na pransiskano—ang bahay at pagamutan sa Los Baños na kinaroroonan ng General?"
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,99,Iginalaw ni P. Salvi ang ulo at tuminging may pagkakamangha sa tanong.
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,100,"—¿Hindi baga sinabi ninyo sa aking ang dalawang bahay na iyon ay naitayo sa tulong ng pagpilit sa mga bayan na gumawa doon, sa ilalim ng kapangyarihan ng isang uldog?"
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,101,"Marahil, ang Puente del Capricho, ay nayari din sa gayong kaparaanan."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,102,At sabihin ninyo ¿naghimagsik baga ang mga bayang ito?
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,103,—Ngunit.... naghimagsik na noong araw—ang sabi ng dominiko—at ab actu ad posse valet illatio.
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,104,"—Wala, wala, wala!"
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,105,—ang patuloy ni Simoun na humandang dumaan sa escotilla upang pumanaog sa kamara—ang nasabi ay nasabi na.
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,106,At kayo P. Sibyla ay huwag bumanggit ng mga wikang latin at ng mga katunggakan.
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,107,¿Sa ano’t naririto kayong mga prayle kung maaaring maghimagsik ang mga bayan?
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,108,"Si Simoun ay pumanaog sa munting hagdanan, na hindi pinansin ang mga tutol at sagot, at inuulit ulit ang salitang: Vaya, vaya!"
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,109,"Si P. Sibyla ay namutla; noon lamang siya, Vice-Rector sa Universidad, napagsabihang may katunggakan; si D. Custodio ay kulay berde; sa alin mang pulong na kanyang kinaroonan ay hindi nakatagpo ng isang katunggaling kagaya niyon."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,110,Ang gayon ay napakalabis.
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,111,—Isang mulato amerikano!
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,112,—ang pabulalas na ungol.
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,113,—Indio-ingles!
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,114,—ang marahang sabi ni Ben-Zayb.
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,115,"—Sinasabi ko sa inyong amerikano, ¿hindi ko malalaman?"
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,116,"—ang tugong nayayamot ni D. Custodio—sinabi sa akin ng General; iya’y isang mag-aalahas na nakilala niya sa Habana at ayon sa hinala ko’y siyang nagbigay sa kaniya ng katungkulan, sapagka’t pinautang siya ng salapi."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,117,"Kaya nga, upang mabayaran, ay pinaparito at ng gawin ang bala na, dagdagan ang kaniyang kayamanan sa pagbibili ng mga brillanteng.... hindi totoo, ¡ano ang malay natin!"
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,118,"At napakawalang lingap, na, matapos kunan ng salapi ang mga indio ay ibig pang..!"
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,119,¡Pf!
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,120,At tinapos ang salita sa isang makahulugang kilos ng kamay.
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,121,"Walang makapangahas na makisali sa gayong mga pag-alimura; si D. Custodio ay mangyayaring makipagsira sa Capitan General kung ibig niya, ngunit ni si Ben-Zayb, ni si P. Irene, ni si P. Salvi, ni ang hinalay na si P. Sibyla ay walang katiwala sa paglilihim ng iba."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,122,"—Ang taong iyan, sapagka’t amerikano, ay nag-aakalang ang kakaharapin natin ay ang mga “pieles rojas”...."
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,123,¡Magsalita ng mga bagay na iyan sa loob ng isang bapor!
El Filibusterismo,1,Sa Ibabaw ng Kubyerta,124,"Ipag-utos, pilitin ang tao!...."
