book_title,author,source,source_filename,chapter_index,chapter_title,para_index_in_chapter,global_para_index,text,text_type
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,0,NOLI ME TANGERE,0,0,NOLI ME TANGERE,chapter_title
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,5,31,"Yamang walang bantay-pinto o alilang humingi o magtanong ng ""billete"" o sulat na anyaya, tayo'y pumanhic, ¡oh ikaw na bumabasa sa akin, catoto o kaaway! sacali't naaakit ikaw ng tugtog ng orquesta, ng ilaw o ng macahulugang ""clin-clan"" ng mga pingga't cubiertos at ibig mong mapanood kung paano ang mga piguing doon sa Perla ng Casilanganan. Kung sa aking kaibigan lamang at sa aking sariling caguinhawahan, hindi cata papagalin sa pagsasaysay ng kalagayan ng bahay; ngunit lubhang mahalaga ito, palibhasa'y ang caraniwan sa mga may camatayang gaya natin ay tulad sa pawican: hinahalagahan at hinihirang tayo alinsunod sa ating talucab o tinatahanang bahay; dahil dito't sa iba pang mga anyo ng asal, cawangis nga ng mga pawican ang mga may camatayan sa Filipinas.—Kung pumanhic tayo'y agad nating mararating ang isang malowang na tahanang kung tawaguin doo'y ""caida"", ayawan kung bakit, na ng gabing ito'y guinagamit na ""comedor"" at tuloy salon ng orquesta. Sa gitna'y may isang mahabang mesa, na nahihiyasan ng marami at mahahalagang pamuti, na tila mandin cumikindat sa ""colado,"" taglay ang catamistamisang mga pangaco, at nagbabala sa matatacuting binibini, sa walang malay na dalaga, ng dalawang nacaiinip na oras sa casamahan ng mga hindi cakilala, na ang pananalita't mga pakikikiusap ay ang caraniwa'y totoong cacaiba. Namumucod ng di ano lamang sa mga ganitong handang sa mundo'y nauucol, ang sumasapader na mga cuadrong tungkol sa religion, gaya baga ng ""Ang Purgatorio,"" ""Ang Infierno,"" ""Ang huling Paghuhucom,"" ""Ang pagcamatay ng banal,"" ""Ang pagcamatay ng macasalanan,"" at sa duyo'y naliliguid nang isang maringal at magandañg ""marco"" na anyong ""Renacimiento"" na gawa ni Arevalo, ang isang mabuting ayos at malapad na ""lienzo"" na doo'y napapanood ang dalawang matandang babae. Ganito ang saysay ng doo'y titic: ""Nuestra Señora de la Paz y Buen Viaje, na sinasamba sa Antipolo, sa ilalim ng anyong babaeng magpapalimos, dinadalaw sa canyang pagcacasakit ang banal at bantog na si Capitana Ines"". Tunay mang ang pagcacapinta'y hindi nagpapakilala ng ""arte"" at cabutihang lumikha, datapwat nagsasaysay naman ng caraniwang mamalas: ang babaeng may sakit ay tila na bangcay na nabubuloc, dahil sa culay dilaw at azul ng canyang mukha; ang mga vaso't iba pang mga casangcapan, iyang maraming mga natitipong bagay bagay sa mahabang pagcacasakit ay doo'y lubhang mabuti ang pagcacasipi, na ano pa't napapanood pati ng linalaman. Sa panonood ng mga calagayang iyong umaakit sa pagcacagana sa pagcain at naguudyoc ng ucol sa paglasap ng masasarap na bagay bagay, marahil acalain ng ilang may masamang isipan ang may-ari ng bahay, na napagkikilalang magaling ang calooban ng halos lahat ng mga magsisiupo sa mesa, at ng huwag namang mahalatang totoo ang canyang panucala, nagsabit sa quizame ng maririkit na lamparang gawa sa China, mga jaulang walang ibon, mga bolang cristal na may azogueng may culay pula, verde at azul, mga halamang pangbiting lanta na, mga tuyong isdang botete na hinipa't ng bumintog, at iba pa, at ang lahat ng ito'y nacuculong sa may dakong ilog ng maiinam na mga arcong kahoy, na ang anyo'y alangang huguis europeo't alangang huguis insic, at may natatanaw namang isang ""azoteang"" may mga balag at mga ""glorietang"" bahagya na naliliwanagan ng mga maliliit na farol na papel na may sarisaring culay.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,6,32,"Nasasalas ang mangagsisicain, sa gitna ng lubhang malalaking mga salamin at na ngagniningning na mga araña: at doon sa ibabaw ng isang tarimang pino ay may isang mainam na ""piano de cola"", na ang halaga'y camalacmalac, at lalo ng mahalaga ng gabing ito, sa pagka't sino ma'y walang tumutugtog. Doo'y may isang larawang ""al oleo"" ng isang lalaking makisig, nacafrac, unat, matuwid, timbang na tulad sa bastong may borlas na taglay sa mga matitigas na daliring puspos ng mga sinsing: wari'y sinasabi ng larawan:",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,7,33,—¡Ehem! ¡masdan ninyo kung gaano carami ang suot ko at ako'y hindi tumatawa!,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,8,34,"Magaganda ang mga casangcapan, baga man marahil ay hindi maguinhawahang gamitin at nacasasama pa sa katawan: hindi nga ang icaiilag sa sakit ng canyang mga inaanyayahan ang naiisip ng may-ari, kung di ang sariling pagmamarikit.—¡Tunay at cakilakilabot na bagay ang pag-iilaguin, datapwat kayo nama'y umuupo sa mga sillong gawang Europa, at hindi palaguing macacatagpo kayo ng ganyan!—ito marahil ang sinasabi niya sa kanila.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,9,35,"Halos puno ng tao ang salas: hiwalay ang mga lalaki sa mga babae, tulad sa mga sambahang catolico at sa mga sinagoga. Ang mga babae ay ilang mga dalagang ang iba'y filipina at ang iba'y española: binubucsan nila ang bibig upang piguilin ang isang hicab; ngunit pagdaca'y tinatacpan nila ng kanilang mga abanico; bahagya na nangagbubulungan ng ilang mga pananalita; ano mang pag-uusap na ipinagsusumalang pasimulan, pagdaca'y naluluoy sa ilang putol-putol na sabi; katulad niyang mga ingay na nariringig kung gabi sa isang bahay, mga ingay na gawa ng mga daga at ng mga butiki. ¿Baka kaya naman ang mga larawan ng mga iba't ibang mga ""Nuestra Señora"" na nagsabit sa mga pader ang siyang ninilit sa mga dalagang iyong huwag umimic at magpacahinhing lubos, o dito'y talagang natatangi ang mga babae?",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,10,36,"Ang tanging sumasalubong sa pagdating ng mga ginoong babae ay isang babaeng matandang pinsan ni capitan Tiago, mukhang mabait at hindi magaling magwicang kastila. Ang pinacaubod ng canyang pagpapakitang loob at pakikipagcapuwa tao'y wala kung ang di mag-alay sa mga española ng tabaco at hitso, at magpahalic ng canyang kamay sa mga filipina, na ano pa't walang pinag-ibhan sa mga fraile. Sa cawacasa'y nayamot ang abang matandang babae, kaya't sinamantala niya ang paglagapac ng isang pinggang nabasag upang lumabas na dalidali at nagbububulong:",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,11,37,"—¡Jesus! ¡Hintay kayo, mga indigno!",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,12,38,At hindi na muling sumipot.,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,13,39,"Tungkol sa mga lalaki'y nangagcacainga'y ng caunti. Umaaticabong nangagsasalitaan ang ilang mga cadete; ngunit mahihina ang voces, sa isa sa mga suloc at manacanacang tinitingnan nila at itinuturo ng daliri ang ilang mga taong na sa salas, at silasila'y nangagtatawanang ga inililihim ng hindi naman; ang bilang capalit nama'y ang dalawang extrangero na capowa nacaputi ng pananamit, nangacatalicod kamay at di umiimic ay nangagpaparoo't paritong malalaki ang hacbang sa magcabicabilang dulo ng salas, tulad sa ginagawa ng mga naglalacbay-dagat sa ""cubierta"" ng isang sasacyan. Ang masaya't mahalagang salitaa'y na sa isang pulutong na ang bumubuo'y dalawang fraile, dalawang paisano at isang militar na kanilang naliliguid ang isang maliit na mesang kinalalagyan ng mga botella ng alac at mga biscocho ingles.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,14,40,"Ang militar ay isang matandang teniente, matangcad, mabalasic ang pagmumukha, na ano pa't anaki'y isang Duque de Alba na napag-iwan sa escalafon ng Guardia Civil. Bahagya na siya nagsasalita, datapwat matigas at maicli ang pananalita.—Ang isa sa mga fraile'y isang dominicong bata pa, maganda, malinis at maningning, na tulad sa canyang salamin sa matang nacacabit sa tangcay na guinto, maaga ang pagka ugaling matanda: siya ang cura sa Binundoc at ng mga nacaraang tao'y naging catedratico sa San Juan de Letran. Siya'y balitang ""dialectico"", kaya nga't ng mga panahong iyong nangangahas pa ang mga anak ni Guzmang makipagsumag sa paligsahan ng catalasan ng isip sa mga ""seglar"", hindi macuhang malito siya o mahuli kailan man ng magaling na ""argumentador"" na si B. de Luna; itinutulad siya ng mga ""distingo"" ni Fr. Sibyla sa mangingisdang ibig humuli ng igat sa pamamag-itan ng silo. Hindi nagsasalita ang dominico at tila mandin pinacatitimbang ang canyang mga pananalita.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,15,41,"Baligtad ang isa namang fraile, na franciscano, totoong masalita at lalo ng mainam magcucumpas. Baga man sumusungaw na ang mga uban sa canyang balbas, wari'y nananatili ang lacas ng canyang malusog na pangangatawan. Ang mukha niyang maganda ang tabas, ang canyang mga pagtinging nacalalaguim, ang canyang malalapad na mga panga at batibot na pangangatawan ay nagbibigay anyo sa canyang isang patricio romanong nagbalat kayo, at kahi't hindi sinasadya'y inyong magugunita yaong tatlong monjeng sinasabi ni Heine sa canyang ""Dioses en el destierro"", na nagdaraang namamangca pagcahating gabi sa isang dagatan doon sa Tyrol, kung ""equinoccio"" ng Septiembre, at sa tuwing dumaraa'y inilalagay ng abang mamamangca ang isang salaping pilac, malamig na cawangis ng ""hielo,"" na siyang sa kanya'y pumupuspos ng panglulumo. Datapwat si Fray Damaso'y hindi mahiwagang gaya nila; siya'y masaya, at kung pabug-al bug-al ang canyang voces sa pananalita, tulad sa isang taong kailan ma'y hindi naaalang-alang, palibhasa'y ipinalalagay na banal at wala ng gagaling pa sa canyang sinasabi, kinacatcat ang saclap ng gayong ugali ng canyang tawang masaya at bucas, at hangang sa napipilitan cang sa kanya'y ipatawad ang pagpapakita ng mga paang walang calcetin at mga binting mabalahibo, na icakikita ng maraming pagcabuhay ng isang Mendicta sa mga feria sa Kiapo.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,16,42,"Ang isa sa mga paisano'y isang taong malingguit, maitim ang balbas at walang ikinatatangi kung di ang ilong, na sa calakha'y masasabing hindi kanya; ang isa, nama'y isang binatang culay guinto ang buhoc, na tila bagong dating dito sa Filipinas: ito ang masilacbong pinakikipagmatuwiranan ng franciscano.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,17,43,"—Makikita rin ninyo—ang sabi ng franciscano—pagka po kayo'y natirang ilang bowan dito, kayo'y maniniwala sa aking sinasabi: ¡iba ang mamahala ng bayan ng Madrid at iba, ang matira sa Filipinas!",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,18,44,—Ngunit....,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,19,45,"—Ako, sa halimbawa—ang patuloy na pananalita ni Fr. Damaso, na lalong itinaas ang voces at ng di na macaimic ang canyang causap—ako'y mayroon na ritong dalawampo at tatlong taong saguing at ""morisqueta"", macapagsasabi ako ng mapapaniwalaan tungkol sa bagay na iyan. Howag kayong tumutol sa akin ng alinsunod sa mga karunungan at sa mabubuting pananalita, nakikilala ko ang ""indio"". Acalain ninyong mula ng ako'y dumating sa lupaing ito'y ako'y iniucol na sa isang bayang maliit nga, ngunit totoong dumog sa pagsasaca. Hindi ko pa nauunawang magaling ang wikang tagalog, gayon ma'y kinucumpisal ko na ang mga babae at nagcacawatasan kami, at lubhang pinacaibig nila ako, na ano pa't ng macaraan ang tatlong taon, ng ako'y ilipat sa ibang bayang lalong malaki, na walang namamahala dahil sa pagcamatay ng curang ""indio"" roon, nangagsipanangis ang lahat ng babae, pinuspos ako ng mga handog, inihatid nila akong may casamang musica....",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,20,46,—Datapwat iya'y nagpapakilala lamang....,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,21,47,"—¡Hintay kayo! ¡hintay kayo! ¡howag naman sana kayong napacaningas! Ang humalili sa akin ay hindi totoong nagtagal na gaya ko, at ng siya'y umalis ay lalo ng marami ang naghatid, lalo ng marami ang umiyac at lalo ng mainam ang musica, gayong siya'y lalo ng mainam mamalo at pinataas pa ang mga ""derechos ng parroquia"", hangang sa halos nag-ibayo ang laki.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,22,48,—Ngunit itutulot ninyo sa aking....,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,23,49,"—Hindi lamang iyan, natira ako sa bayang San Diegong dalawampong taon, may ilang bowan lamang ngayong aking.... iniwan (dito'y nagpakitang tila masama ang loob). Hindi maicacait sa akin nino mang dalawampong tao'y mahiguit kay sa catatagan upang makilala ang isang bayan. May anim na libo ang dami ng taong namamayan sa San Diego, at bawa't tagaroo'y nakikilala ko, na parang siya'y aking ipinanganac at pinasuso: nalalaman ko kung alin ang mga lisyang caasalan nito, kung ano ang pinangangailangan niyon, kung sino ang nangingibig sa bawa't dalaga, kung ano anong mga pagcadupilas ang nangyari sa babaeng ito, kung sino ang tunay na ama ng batang inianac, at iba pa; palibhasa'y kinucumpisal ko ang calahatlahatang taong-bayan; nangag-iingat ng mainam sila sa canicanilang catungculan. Magsabi kung nagsisinungaling ako si Santiagong siyang may ari nitong bahay; doo'y marami siyang mga lupa at doon kami naging magcaibigan. Ngayo'y makikita ninyo kung ano ang ""indio""; ng ako'y umalis, bahagya na ako inihatid ng ilang mga matatandang babae at ilang ""hermano"" tercero, ¡gayong natira ako roong dalawampong taon!",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,24,50,"Ngunit hindi ko mapagcuro kung ano ang cabagayan ng inyong mga sinabi sa pagcacaalis ng ""estanco ng tabaco""—ang sagot ng may mapulang buhoc na causap, na canyang sinamantala ang sandaling pagcatiguil dahil sa pag-inom ng franciscano ng isang copita ng Jerez.",paragraph
