dataset,chapter_number,sentence_number,source_form,target_form,context_snippet
noli,1,18,pagcacasipi,pagkakasipi,"Tunay mang ang pagkakapinta'y hindi nagpapakilala ng ""arte"" at cabutihang lumikha, datapwat nagsasaysay naman ng caraniwang mamalas: ang babaeng may sakit ay tila na bangcay na nabubuloc, dahil sa culay dilaw at azul ng canyang mukha; ang mga vaso't iba pang mga casangcapan, iyang maraming mga natitipong bagay bagay sa mahabang pagkakasakit ay doo'y lubhang mabuti ang pagcacasipi, na ano pa't napapanood pati ng linalaman."
noli,1,19,pagcacagana,pagkakagana,"Sa panonood ng mga calagayang iyong umaakit sa pagcacagana sa pagcain at naguudyoc ng ucol sa paglasap ng masasarap na bagay bagay, marahil acalain ng ilang may masamang isipan ang may-ari ng bahay, na napagkikilalang magaling ang calooban ng halos lahat ng mga magsisiupo sa mesa, at ng huwag namang mahalatang totoo ang canyang panucala, nagsabit sa quizame ng maririkit na lamparang gawa sa China, mga jaulang walang ibon, mga bolang cristal na may azogueng may culay pula, verde at azul, mga halamang pangbiting lanta na, mga tuyong isdang botete na hinipa't ng bumintog, at iba pa, at ang lahat ng ito'y nacuculong sa may dakong ilog ng maiinam na mga arcong kahoy, na ang anyo'y alangang huguis europeo't alangang huguis insic, at may natatanaw namang isang ""azoteang"" may mga balag at mga ""glorietang"" bahagya na naliliwanagan ng mga maliliit na farol na papel na may sarisaring culay."
noli,1,19,pagcain,pagkain,"Sa panonood ng mga calagayang iyong umaakit sa pagkakagana sa pagcain at naguudyoc ng ucol sa paglasap ng masasarap na bagay bagay, marahil acalain ng ilang may masamang isipan ang may-ari ng bahay, na napagkikilalang magaling ang calooban ng halos lahat ng mga magsisiupo sa mesa, at ng huwag namang mahalatang totoo ang canyang panucala, nagsabit sa quizame ng maririkit na lamparang gawa sa China, mga jaulang walang ibon, mga bolang cristal na may azogueng may culay pula, verde at azul, mga halamang pangbiting lanta na, mga tuyong isdang botete na hinipa't ng bumintog, at iba pa, at ang lahat ng ito'y nacuculong sa may dakong ilog ng maiinam na mga arcong kahoy, na ang anyo'y alangang huguis europeo't alangang huguis insic, at may natatanaw namang isang ""azoteang"" may mga balag at mga ""glorietang"" bahagya na naliliwanagan ng mga maliliit na farol na papel na may sarisaring culay."
noli,1,47,pagcahating,pagkahating,"Ang mukha niyang maganda ang tabas, ang canyang mga pagtinging nacalalaguim, ang canyang malalapad na mga panga at batibot na pangangatawan ay nagbibigay anyo sa canyang isang patricio romanong nagbalat kayo, at kahi't hindi sinasadya'y inyong magugunita yaong tatlong monjeng sinasabi ni Heine sa canyang ""Dioses en el destierro"", na nagdaraang namamangca pagcahating gabi sa isang dagatan doon sa Tyrol, kung ""equinoccio"" ng Septiembre, at sa tuwing dumaraa'y inilalagay ng abang mamamangca ang isang salaping pilac, malamig na cawangis ng ""hielo,"" na siyang sa kanya'y pumupuspos ng panglulumo."
noli,1,48,pagcabuhay,pagkabuhay,"Datapwat si Fray Damaso'y hindi mahiwagang gaya nila; siya'y masaya, at kung pabug-al bug-al ang canyang voces sa pananalita, tulad sa isang taong kailan ma'y hindi naaalang-alang, palibhasa'y ipinalalagay na banal at wala ng gagaling pa sa canyang sinasabi, kinacatcat ang saclap ng gayong ugali ng canyang tawang masaya at bucas, at hangang sa napipilitan cang sa kanya'y ipatawad ang pagpapakita ng mga paang walang calcetin at mga binting mabalahibo, na icakikita ng maraming pagcabuhay ng isang Mendicta sa mga feria sa Kiapo."
noli,1,55,pagcamatay,pagkamatay,"Hindi ko pa nauunawang magaling ang wikang tagalog, gayon ma'y kinucumpisal ko na ang mga babae at nagcacawatasan kami, at lubhang pinacaibig nila ako, na ano pa't ng macaraan ang tatlong taon, ng ako'y ilipat sa ibang bayang lalong malaki, na walang namamahala dahil sa pagcamatay ng curang ""indio"" roon, nangagsipanangis ang lahat ng babae, pinuspos ako ng mga handog, inihatid nila akong may casamang musica...."
noli,1,64,pagcadupilas,pagkadupilas,"May anim na libo ang dami ng taong namamayan sa San Diego, at bawa't tagaroo'y nakikilala ko, na parang siya'y aking ipinanganac at pinasuso: nalalaman ko kung alin ang mga lisyang caasalan nito, kung ano ang pinangangailangan niyon, kung sino ang nangingibig sa bawa't dalaga, kung ano anong mga pagcadupilas ang nangyari sa babaeng ito, kung sino ang tunay na ama ng batang inianac, at iba pa; palibhasa'y kinucumpisal ko ang calahatlahatang taong-bayan; nangag-iingat ng mainam sila sa canicanilang catungculan."
noli,1,67,pagcacaalis,pagkakaalis,"Ngunit hindi ko mapagcuro kung ano ang cabagayan ng inyong mga sinabi sa pagcacaalis ng ""estanco ng tabaco""—ang sagot ng may mapulang buhoc na causap, na canyang sinamantala ang sandaling pagcatiguil dahil sa pag-inom ng franciscano ng isang copita ng Jerez."
noli,1,67,pagcatiguil,pagkatiguil,"Ngunit hindi ko mapagcuro kung ano ang cabagayan ng inyong mga sinabi sa pagkakaalis ng ""estanco ng tabaco""—ang sagot ng may mapulang buhoc na causap, na canyang sinamantala ang sandaling pagcatiguil dahil sa pag-inom ng franciscano ng isang copita ng Jerez."
noli,1,72,boong,buong,—ang sinabi pagkatapos ng boong pagtataca.
noli,1,78,boong,buong,"—ang sa cawacasa'y nagawang tanong ng boong catimpian ng binata, na tinititigan ng boong pagtataca ang fraile."
noli,1,78,boong,buong,"—ang sa cawacasa'y nagawang tanong ng boong catimpian ng binata, na tinititigan ng boong pagtataca ang fraile."
noli,1,84,pagcahuli,pagkahuli,"¡Tunay nga cayang catutubo ng mga dalisay na tagarito ang pagka ""indolente,"" o nangyayari ang sinasabi ng isang maglalacbay na taga ibang lupain, na tinatacpan natin ng pagka indolenteng ito ang ating sariling pagka indolente, ang pagcahuli natin sa pagsulong sa mga karunungan at ang ating paraan ng pamamahala sa lupaing nasasacupan?"
noli,1,92,boong,buong,Nagpasimula ang binatang mapula ang buhoc ng pagpapalingaplingap sa magcabicabila ng boong pag-aalap-ap.
noli,1,110,boong,buong,"—ang saysay ni Fr. Damaso, na siya'y minamasdan ng boong pagtataca—¡Pumarito sa sariling gugol at sa mga cahalingan lamang!"
noli,1,128,boong,buong,"—ang sagot na paangil at galit, at saka biglang nagpatinghiga ng boong lacas sa hiligan ng sillon."
noli,1,129,pagcamangha,pagkamangha,Sa pagcamangha ng nangasasalas ay nangagtinginan sa pulutong na iyon: itinunghay ng dominico ang canyang ulo upang tingnan niya si pari Damaso sa ilalim ng canyang salamin sa mata.
noli,1,158,boong,buong,"—ang sagot ng boong paglibac ni Fr. Damaso, na lumapit sa tenienteng nacasuntoc ang kamay."
noli,1,166,pagcasacerdote,pagkasacerdote,"Ang mga pananalita ng sacerdote, sa canyang pagcasacerdote, ""per se"", ay hindi macasasakit ng loob kanino man, sa pagka't mula sa lubos ng katotohanan."
noli,1,168,pagcacainitan,pagkakainitan,"Ang mga sinasabing ""in corde"" lamang ang macasasakit ng loob: sacali't dating tinataglay ng ""in meate"" sa isang cadahilanan, o kung nasabi lamang ""per accidens"", sa pagcacainitan ng salitaan, kung mayroong...."
noli,1,176,boong,buong,"Isang taong gaya niyang may isang anak na lalaking kinabubuhusan ng boong pag-irog at mga pag-asa, isang taong may pananampalataya sa Dios, na nacacaalam ng canyang mga catungculang dapat ganapin sa pamamayan, isang taong mapagmahal sa capurihan at hindi sumisinsay sa catuwiran, ang ganyang tao'y hindi nagpapacamatay."
noli,1,220,pagcacapagod,pagkakapagod,"—Lalong magaling kung siya ang nacatuclas ng paggawa ng polvora, sa pagka't sa gayo'y naibsan na niya sa pagcacapagod sa gayong bagay ang canyang mga kapatid."
noli,2,1,boong,buong,"Hindi magaganda at mabubuting bihis na mga dalaga upang pansinin ng lahat, sampo ni Fr. Sibyla; hindi ang carilagdilagang Capitan General na kasama ang canyang mga ayudante upang maalis sa pagcatigagal ang teniente at sumalubong ng ilang hacbang, at si Fr. Damaso'y maguing tila nawal-an ng diwa: sila'y wala kung di ang ""original"" ng larawang naca frac, na tangan sa kamay ang isang binatang luksa ang boong pananamit."
noli,2,1,pagcatigagal,pagkatigagal,"Hindi magaganda at mabubuting bihis na mga dalaga upang pansinin ng lahat, sampo ni Fr. Sibyla; hindi ang carilagdilagang Capitan General na kasama ang canyang mga ayudante upang maalis sa pagcatigagal ang teniente at sumalubong ng ilang hacbang, at si Fr. Damaso'y maguing tila nawal-an ng diwa: sila'y wala kung di ang ""original"" ng larawang naca frac, na tangan sa kamay ang isang binatang luksa ang buong pananamit."
noli,2,10,boong,buong,"Ito'y nakikipagbatian ng mga ugaling salita ng sandaling iyon sa boong pulutong; tila mandin sa kanya'y walang bagay na naiiba sa gitna ng salas na iyon, liban na lamang sa canyang pananamit na itim."
noli,2,12,pagcapatira,pagkapatira,"Nababasa sa canyang mukhang bucas at masaya ang caunting bacas ng dugong kastila na naaaninag sa isang magandang culay caymanggui, na mapulapula sa mga pisngi, marahil sa pagcapatira niya sa mga bayang malalamig."
noli,2,22,boong,buong,"Untiunting iniurong ni Ibarra ang canyang kamay na iniacmang humawac sa kamay ni pari Damaso, at tiningnan niya ito ng boong pangguiguilalas; lumingon at ang nakita niya'y ang mabalasic na anyo ng teniente, na nagpapatuloy ng pagmamasid sa kanya."
noli,2,59,boong,buong,—ang isinagot ng boong lugod.
noli,2,63,pagcain,pagkain,—¡Handa na ang pagcain!
noli,2,65,nagpapamanhic,nagpapamanhik,""" Nagpasimula ng pagpasamesa ang panauhin, baga man nagpapamanhic na totoo ang mga babae, lalong lalo na ang mga filipina."
noli,3,2,pagcat,pagkat,"Tila mandin totoong lumiligaya si Fr. Sibyla: tahimic na lumalacad at hindi na namamasid sa canyang nangingilis at manipis na mga labi ang pagpapawalang halaga; hanggang sa marapating makipagusap sa pilay na si doctor De Espadaña, na sumasagot ng putol-putol na pananalita, sa pagcat siya'y may pagka utal."
noli,3,4,pagcain,pagkain,Hindi nagkikikibo ang teniente; nagsasalitaan ng masaya ang iba at kanilang pinupuri ang cabutiha't casaganaan ng haying pagcain.
noli,3,21,pagcain,pagkain,"Ang lalong mataas na oficial sa Filipinas, ayon sa caisipan ng mga fraile, ay totoong malaki ang cababaan sa isang uldog na tagapagluto ng pagcain."
noli,3,28,boong,buong,Nakita ni Ibarrang nanonood ng boong galac at nacangiti sa mga pagpapalamangang iyon sa upuan ang may bahay.
noli,3,41,pagcalibang,pagkalibang,"Ngunit ayawan kung sa isang pagcalibang o iba cayang bagay, tumama kay pari Damaso ang isang pinggang sa gitna ng maraming upo at sabaw ay lumalangoy ang isang hubad na liig at isang matigas na pacpac ng inahing manoc, samantalang cumacain ang iba ng mga hita at dibdib, lalong lalo na si Ibarra, na nagcapalad mapatama sa kanya ang mga atay, balonbalonan at iba, pang masasarap na lamang loob ng inahing manoc."
noli,3,53,pagcamatay,pagkamatay,"—Ibig kong sabihing may isang taon na ngayong hindi ako tumatangap ng ano mang balita tungkol sa bayang ito, hanggang sa ang nacacatulad ko'y ang isang di tagaritong hindi man lamang nalalaman kung kailan at kung paano ang pagcamatay ng canyang ama."
noli,3,62,pagcatanda,pagkatanda,"Varsovia, na ang pangala'y Stadtnitzki, kung hindi masama ang aking pagcatanda; ¿hindi po ba ninyo siya nakikita?"
noli,3,68,pagcacakilalanan,pagkakakilalanan,"—Mabubuting mga pagcacakilalanan; ngunit doo'y sa casaliwaang palad ay hindi ako nagsasalita ng isa man lamang wikang kastila, liban na lamang sa ilang mga consulado."
noli,3,87,pagcain,pagkain,"—ang itinanong na nagtatawa ng palibac ng franciscano, na mula ng pasimulaan ang paghapon ay hindi nagsasalita ng ano man, marahil sa pagka't siya'y nalilibang sa pagcain; hindi carapatdapat na iwaldas mo ang iyong cayamanan upang wala cang maalaman kung di ang babahagyang bagay na iyan!"
noli,3,91,pagcain,pagkain,"—Mga ginoo; huwag kayong magtataca ng pagsasalitang casambahay sa akin ng aming dating cura; ganyan ang pagpapalagay niya sa akin ng ako'y musmos pa, sa pagka't sa kanya'y para ring hindi nagdaraan ang mga taon; datapwat kinikilala kong utang na loob, sa pagka't nagpapaalaala sa aking lubos niyong mga araw na madalas pumaparoon sa aming bahay ang ""canyang cagalangan"", at canyang pinauunlacan ang pakikisalo sa pagcain sa mesa ng aking ama."
noli,3,115,boong,buong,—ani Doña Victorinang nakikicampi sa franciscano—¡sa boong gabing ito'y hindi inalis ang pagcucunot ng pag-itan ng canyang mga kilay; magaling at tayo'y iniwan!
noli,3,117,pagcacabangguit,pagkakabangguit,"Hindi malimutan ng ginoong babae ang pagcacabangguit sa mga culot ng canyang buhoc at ang pagcacayapac sa ""encañonado"" ng canyang mga ""enagua."
noli,3,117,pagcacayapac,pagkakayapac,"Hindi malimutan ng ginoong babae ang pagkakabangguit sa mga culot ng canyang buhoc at ang pagcacayapac sa ""encañonado"" ng canyang mga ""enagua."
noli,3,120,boong,buong,""" At kasama ng mga iba't ibang paunawa ang mga ganito:—""Ang taong lalong walang cabuluhan sa Filipinas sa isang hapunan o casayahan ay ang nagpapahapon o nagpapafiesta: macapagpapasimula sa pagpapalayas sa may bahay at mananatili ang lahat sa boong capanatagan."
noli,4,5,pagcacahuwad,pagkakahuwad,"Yao'y ang mga dating daan at mga dating bahay na may mga pintang puti at azul at mga pader na pinintahan ng puti o kung dili kaya'y mga anyong ibig tularan ang batong ""granito"" ay masama ang pagcacahuwad; nananatili sa campanario ng simbahan ang canyang relos na may caratulang cupas na; iyon ding mga tindahan ng insic na iyong may maruruming tabing na nasasampay sa mga varillang bacal, na pinagbalibalicuco niya isang gabi ang isa sa mga varillang iyon, sa pakikitulad niya sa masasama ang pagcaturong mga bata sa Maynila: sino ma'y walang nagtowid niyon."
noli,4,5,pagcaturong,pagkaturong,"Yao'y ang mga dating daan at mga dating bahay na may mga pintang puti at azul at mga pader na pinintahan ng puti o kung dili kaya'y mga anyong ibig tularan ang batong ""granito"" ay masama ang pagkakahuwad; nananatili sa campanario ng simbahan ang canyang relos na may caratulang cupas na; iyon ding mga tindahan ng insic na iyong may maruruming tabing na nasasampay sa mga varillang bacal, na pinagbalibalicuco niya isang gabi ang isa sa mga varillang iyon, sa pakikitulad niya sa masasama ang pagcaturong mga bata sa Maynila: sino ma'y walang nagtowid niyon."
noli,4,14,pagcalagay,pagkalagay,"nananatili rin ang masamang pagcalagay ng bato, na gaya rin ng aking iwan!"
noli,4,42,boong,buong,—¡Ang boong isip ko'y inyo pong nalalaman na!
noli,4,43,pagcahiwatig,pagkahiwatig,"—ang ibinulong ng militar, na puspos ng habag ang anyo ng pagsasalita, sa canyang pagcahiwatig sa nangyayari sa calolowa ni Ibarra; ang acala ko'y inyong ..."
noli,4,57,boong,buong,"—Cawangis ng lubos po ninyong pagcatalastas—ang ipinasimula ng pagsasalita—ang ama po ninyo'y siyang pangulo ng yaman sa boong lalawigan, at baga man iniibig siya't iguinagalang ng marami, ang mga iba'y pinagtatamnan naman siya ng masamang loob, o kinaiinguitan."
noli,4,57,pagcatalastas,pagkatalastas,"—Cawangis ng lubos po ninyong pagcatalastas—ang ipinasimula ng pagsasalita—ang ama po ninyo'y siyang pangulo ng yaman sa buong lalawigan, at baga man iniibig siya't iguinagalang ng marami, ang mga iba'y pinagtatamnan naman siya ng masamang loob, o kinaiinguitan."
noli,4,64,pagcabanal,pagkabanal,"Bucod sa rito'y totoong dalisay ang capurihan ni Don Rafael, at higuit ang canyang pagcabanal sa maraming nangagcucumpisal at nangagpapacumpisal: may tinutunton siya sa canyang sariling isang cahigpithigpitang pagsunod sa atas ng magandang asal, at madalas sabihin sa akin, pagka nasasalita niya ang mga samaang ito ng loob: ""Ginoong Guevara, ¿sinasampalatayanan po ba ninyong pinatatawad ng Dios ang isang mabigat na casalanan, ang isang kusang pagpatay sa capuwa tao, sa halimbawa, pagka, nasabi na sa isang sacerdote; na tao rin namang may catungculang maglihim ng sa kanya'y sinasaysay, at matacot masanag sa infierno, na siyang tinatawag na pagsisising ""atricion""?"
noli,4,69,boong,buong,"Sinasabi sa akin ng aking ""conciencia"" na sa loob ng kaya'y dapat akong humalili sa taong aking pinatay, ihandog ko ang aking boong lacas at hanggang ako'y nabubuhay, sa icagagaling ng familiang itong ako ang may gawa ng pagcapahamac, at gayon man, ¿sino ang macapagbibigay ng capalit ng pagsinta ng ama?"
noli,4,69,pagcapahamac,pagkapahamac,"Sinasabi sa akin ng aking ""conciencia"" na sa loob ng kaya'y dapat akong humalili sa taong aking pinatay, ihandog ko ang aking buong lacas at hanggang ako'y nabubuhay, sa icagagaling ng familiang itong ako ang may gawa ng pagcapahamac, at gayon man, ¿sino ang macapagbibigay ng capalit ng pagsinta ng ama?"
noli,4,71,boong,buong,"Datapwat ipanumbalic natin sa canyang samaan ng loob sa cura, ang mga pagcacaalit na ito'y lumulubha; binabangguit siya ni pari Damaso buhat sa pulpito, at kung di tinutucoy siya ng boong liwanag ay isang himala, sa pagka't sa caugalian ng paring iya'y mahihintay ang lahat."
noli,4,71,pagcacaalit,pagkakaalit,"Datapwat ipanumbalic natin sa canyang samaan ng loob sa cura, ang mga pagcacaalit na ito'y lumulubha; binabangguit siya ni pari Damaso buhat sa pulpito, at kung di tinutucoy siya ng buong liwanag ay isang himala, sa pagka't sa caugalian ng paring iya'y mahihintay ang lahat."
noli,4,86,pagcaraan,pagkaraan,"Sumuca ng dugo ang naging artillerong iyon at hindi na natauhan, at namatay pagcaraan ng ilang minuto."
noli,4,100,boong,buong,"""Gayon nga ang aking ginawa, at ang balitang abogado ang nangasiwa sa ""causa"" na ipinagsanggalang ng boong catalinuhan at caningningan."
noli,4,103,pagcacalaban,pagkakalaban,"Kung nasusunduan ng abogadong mawalang cabuluhan ang kanilang mga bintang, sa pagpapakilala ng pagcacalaban-laban ng canicanilang saysay at ng mga saysay nilang sarili, pagdaca'y lumalabas ang mga ibang sumbong."
noli,4,108,pagcamatay,pagkamatay,"At ng matatapos na ang lahat, ng malapit ng tamuhin niya, ang cahatulang siya'y walang casalanan, at hindi catotohanang siya'y kaaway ng Bayang España, at di siya, ang may sala ng pagcamatay ng maniningil, namatay sa bilangguang wala sino man sa canyang tabi."
noli,4,109,pagcalagot,pagkalagot,Dumating ako upang mapanood ang pagcalagot ng canyang hininga.
noli,5,1,boong,buong,"Nanhic si Ibarra sa canyang cuarto, na nasadacong ilog, nagpatihulog sa isang sillon, at canyang pinagmasdan ang boong abot ng tingin, na malaki ang natatanaw, salamat sa nacabucas na bintana."
noli,5,6,pagcagandagandang,pagkagandagandang,"Na sa tabi ng diosang iyon si pari Damaso, at si pari Damaso'y ngumingiting katulad ng isang nasacaluwalhatian; si Fr. Sibyla ay nakikipagsalitaan sa kanya, at iniaayos ni Doña Victorina sa canyang pagcagandagandang buhoc ang isang tuhog na mga perla at mga brillante, na cumikislap ng sarisaring kinang ng culay ng bahaghari."
noli,5,11,pagcacatowa,pagkakatowa,"Nacuculong ang isang munting luang ng apat na hubad at maruruming pader; sa isa sa mga pader, sa dakong itaas ay may isang ""reja""; sa ibabaw ng marami at casuclamsuclam na yapacan ay may isang banig, at sa ibabaw ng banig ay isang matandang lalaking naghihingalo; ang matandang lalaking nahihirapan ng paghinga ay inililingap sa magcabicabila ang mga mata at umiiyac na ipinangungusap ang isang pangalan; nag-iisa ang matandang lalaki; manacanacang nariringig ang calansing ng isang tanicala o isang buntong-hiningang naglalampasan sa mga pader ... at pagkatapos, doon sa malayo'y may isang masayang piguing, halos ay isang mahalay na pagcacatowa; isang binata'y nagtatawa, ibinubuhos ang alac sa mga bulaclac, sa gitna ng mga pagpupuri at sa mga tanging tawanan ng mga iba."
noli,6,6,pagcacatimbang,pagkakatimbang,"Ang bao ng canyang ulong bilog, maliit at nalalaganapan ng buhoc na casing itim ng luyong, mahaba sa dakong harapan at totoong maicli sa licuran; hindi nagbabago kailan man ng anyo ang canyang mga matang maliliit man ay di singkit na gaya ng sa insic, mahayap na hindi sapat ang canyang ilong, at kung hindi sana pumangit ang canyang bibig, dahil sa napacalabis na pagmamascada niya at pagnganga, na sinisimpan ang sapa sa isang pisngi, na siyang nacasisira ng pagcacatimbang ng tabas ng mukha, masasabi naming totoong magaling ang canyang paniniwala at pagpapasampalatayang siya'y magandang lalaki."
noli,6,13,pagcapangahas,pagkapangahas,""" Casundo niya ang lahat ng mga pinuno, matalino, magaling makibagay at may pagcapangahas, pagka nauucol sa pagsasamantala ng mga pagka ilang ng iba; siya ang tanging pinanganganibang capangagaw ng isang nagngangalang Perez, tungkol sa mga ""arriendo"" at mga ""subasta"" ng mga sagutin o pangangatungculang sa towi na'y ipinagcacatiwala ng Gobierno ng Filipinas sa mga kamay ng mga ""particular""."
noli,6,16,pagcaguipit,pagkaguipit,"Kailan ma'y hindi nakipag-usap sa Dios, sa pamamag-itan ng mga pananalangin, kahi't siya'y na sa lalong malalaking mga pagcaguipit; siya'y mayaman at ang canyang salapi ang sa kanya'y humahalili sa pananalangin."
noli,6,31,pagcapangitpangit,pagkapangitpangit,"¿Mamacailan bagang gumalaw na parang buhay ang hindi lamang iisang larawan, kahi't anong pagcapangitpangit ang pagcacagawang gaya ng mga nanggagaling sa mga carpinteria sa Paete, at ng mangahiya at magcamit caparusahan ang mga macasalanang hindi nananampalataya?"
noli,6,31,pagcacagawang,pagkakagawang,"¿Mamacailan bagang gumalaw na parang buhay ang hindi lamang iisang larawan, kahi't anong pagkapangitpangit ang pagcacagawang gaya ng mga nanggagaling sa mga carpinteria sa Paete, at ng mangahiya at magcamit caparusahan ang mga macasalanang hindi nananampalataya?"
noli,6,32,pagcapaco,pagkapaco,"Casabihang may isang Cristo raw sa España, na nang siya'y tawaguing sacsi ng mga nangaco sa pagsinta, siya'y sumang-ayo't nagpatotoo, sa pamamag-itan ng minsang pagtango ng ulo sa harap ng hucom; may isang Cristo namang tinanggal sa pagcapaco ang canang kamay upang yacapin si Santa Lutgarda; at ¿ano?"
noli,6,38,pagcaawa,pagkaawa,"Napanood din naman naming ipinakikita ng pari sa mga nakikinig ng sermon sa kanya sa oras ng pagpapanaog sa Cruz kay Cristo ang isang panyong puno ng dugo, at kami sana'y tatangis na sa malaking pagcaawa, kung di lamang sinabi sa amin ng sacristan, sa casaliwang palad ng aming calolowa, na iyon daw ay biro lamang: ang dugong iyon-anya-ay sa inahing manoc, na pagdaca'y inihaw at kinain, bagamat Viernes Santo ... at ang sacristan ay mataba."
noli,6,43,boong,buong,"Hindi dumaraan ang isang taong hindi siya nakikidalo sa pagpasa Antipolong malaki ang nagugugol, na ang dala'y isang orquesta: kung naroroon na'y pinagcacagulan niya ang dalawa sa lubhang maraming mga misa de graciang ginagawa sa boong tatlong siyam, at sa mga ibang araw na hindi ginagawa ang pagsisiyam, at naliligo pagkatapos sa bantog na ""batis"" o bucal, na ayon sa pinasasampalatayana'y naligo roon ang mahal na larawan."
noli,6,47,boong,buong,"Mahiguithiguit sa apat na raang piso ang nagugugol sa kanya sa dalawang misang iyon, datapwat maipalalagay na mura, kung pag-iisip-isipin ang capurihang tinatamo ng Ina ng Dios sa mga ruedang apoy, sa mga cohete, sa mga ""berso,"" at kung babalacbalakin ang pakinabang na kinakamtan sa boong isang taon dahil sa mga misang ito."
