book_title,chapter_number,chapter_title,sentence_number,sentence_text
Noli Me Tangere,1,ISANG PAGCACAPISAN.,14,"—Cung pumanhic tayo'y agad nating mararating ang isang malowang na tahanang cung tawaguin doo'y ""caida"", ayawan cung bakit, na ng gabing ito'y guinagamit na ""comedor"" at tuloy salon ng orquesta."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,15,"Sa guitna'y may isang mahabang mesa, na nahihiyasan ng marami at mahahalagang pamuti, na tila mandin cumikindat sa ""colado,"" taglay ang catamistamisang mga pangaco, at nagbabala sa matatacuting binibini, sa walang malay na dalaga, ng dalawang nacaiinip na oras sa casamahan ng mga hindi cakilala, na ang pananalita't mga pakikikiusap ay ang caraniwa'y totoong cacaiba."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,16,"Namumucod ng di ano lamang sa mga ganitong handang sa mundo'y nauucol, ang sumasapader na mga cuadrong tungcol sa religion, gaya baga ng ""Ang Purgatorio,"" ""Ang Infierno,"" ""Ang huling Paghuhucom,"" ""Ang pagcamatay ng banal,"" ""Ang pagcamatay ng macasalanan,"" at sa duyo'y naliliguid nang isang maringal at magandañg ""marco"" na anyong ""Renacimiento"" na gawa ni Arevalo, ang isang mabuting ayos at malapad na ""lienzo"" na doo'y napapanood ang dalawang matandang babae."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,17,"Ganito ang saysay ng doo'y titic: ""Nuestra Señora de la Paz y Buen Viaje, na sinasamba sa Antipolo, sa ilalim ng anyong babaeng magpapalimos, dinadalaw sa canyang pagcacasakit ang banal at bantog na si Capitana Ines""."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,18,"Tunay mang ang pagcacapinta'y hindi nagpapakilala ng ""arte"" at cabutihang lumikha, datapowa't nagsasaysay naman ng caraniwang mamalas: ang babaeng may sakit ay tila na bangcay na nabubuloc, dahil sa culay dilaw at azul ng canyang mukha; ang mga vaso't iba pang mga casangcapan, iyang maraming mga natitipong bagay bagay sa mahabang pagcacasakit ay doo'y lubhang mabuti ang pagcacasipi, na ano pa't napapanood pati ng linalaman."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,19,"Sa panonood ng mga calagayang iyong umaakit sa pagcacagana sa pagcain at naguudyoc ng ucol sa paglasap ng masasarap na bagay bagay, marahil acalain ng ilang may masamang isipan ang may-ari ng bahay, na napagkikilalang magaling ang calooban ng halos lahat ng mga magsisiupo sa mesa, at ng huwag namang mahalatang totoo ang canyang panucala, nagsabit sa quizame ng maririkit na lamparang gawa sa China, mga jaulang walang ibon, mga bolang cristal na may azogueng may culay pula, verde at azul, mga halamang pangbiting lanta na, mga tuyong isdang botete na hinipa't ng bumintog, at iba pa, at ang lahat ng ito'y nacuculong sa may dacong ilog ng maiinam na mga arcong cahoy, na ang anyo'y alangang huguis europeo't alangang huguis insic, at may natatanaw namang isang ""azoteang"" may mga balag at mga ""glorietang"" bahagya na naliliwanagan ng mga maliliit na farol na papel na may sarisaring culay."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,20,"Nasasalas ang mangagsisicain, sa guitna ng lubhang malalaking mga salamin at na ngagniningning na mga araña: at doon sa ibabaw ng isang tarimang pino ay may isang mainam na ""piano de cola"", na ang halaga'y camalacmalac, at lalo ng mahalaga ng gabing ito, sa pagca't sino ma'y walang tumutugtog."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,21,"Doo'y may isang larawang ""al oleo"" ng isang lalaking makisig, nacafrac, unat, matuwid, timbang na tulad sa bastong may borlas na taglay sa mga matitigas na daliring puspos ng mga sinsing: wari'y sinasabi ng larawan:"
Noli Me Tangere,1,ISANG PAGCACAPISAN.,22,—¡Ehem!
Noli Me Tangere,1,ISANG PAGCACAPISAN.,23,¡masdan ninyo cung gaano carami ang suot co at aco'y hindi tumatawa!
Noli Me Tangere,1,ISANG PAGCACAPISAN.,24,"Magaganda ang mga casangcapan, baga man marahil ay hindi maguinhawahang gamitin at nacasasama pa sa catawan: hindi nga ang icaiilag sa sakit ng canyang mga inaanyayahan ang naiisip ng may-ari, cung di ang sariling pagmamarikit."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,25,"—¡Tunay at cakilakilabot na bagay ang pag-iilaguin, datapowa't cayo nama'y umuupo sa mga sillong gawang Europa, at hindi palaguing macacatagpo cayo ng ganyan!"
Noli Me Tangere,1,ISANG PAGCACAPISAN.,26,—ito marahil ang sinasabi niya sa canila.
Noli Me Tangere,1,ISANG PAGCACAPISAN.,27,"Halos puno ng tao ang salas: hiwalay ang mga lalaki sa mga babae, tulad sa mga sambahang catolico at sa mga sinagoga."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,28,"Ang mga babae ay ilang mga dalagang ang iba'y filipina at ang iba'y española: binubucsan nila ang bibig upang piguilin ang isang hicab; nguni't pagdaca'y tinatacpan nila ng canilang mga abanico; bahagya na nangagbubulungan ng ilang mga pananalita; ano mang pag-uusap na ipinagsusumalang pasimulan, pagdaca'y naluluoy sa ilang putol-putol na sabi; catulad niyang mga ingay na nariringig cung gabi sa isang bahay, mga ingay na gawa ng mga daga at ng mga butiki."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,29,"¿Baca caya naman ang mga larawan ng mga iba't ibang mga ""Nuestra Señora"" na nagsabit sa mga pader ang siyang ninilit sa mga dalagang iyong huwag umimic at magpacahinhing lubos, o dito'y talagang natatangi ang mga babae?"
Noli Me Tangere,1,ISANG PAGCACAPISAN.,30,"Ang tanging sumasalubong sa pagdating ng mga guinoong babae ay isang babaeng matandang pinsan ni capitan Tiago, mukhang mabait at hindi magaling magwicang castila."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,31,"Ang pinacaubod ng canyang pagpapakitang loob at pakikipagcapuwa tao'y wala cung ang di mag-alay sa mga española ng tabaco at hitso, at magpahalic ng canyang camay sa mga filipina, na ano pa't walang pinag-ibhan sa mga fraile."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,32,"Sa cawacasa'y nayamot ang abang matandang babae, caya't sinamantala niya ang paglagapac ng isang pinggang nabasag upang lumabas na dalidali at nagbububulong:"
Noli Me Tangere,1,ISANG PAGCACAPISAN.,33,—¡Jesus!
Noli Me Tangere,1,ISANG PAGCACAPISAN.,34,"¡Hintay cayo, mga indigno!"
Noli Me Tangere,1,ISANG PAGCACAPISAN.,35,At hindi na muling sumipot.
Noli Me Tangere,1,ISANG PAGCACAPISAN.,36,Tungcol sa mga lalaki'y nangagcacainga'y ng caunti.
Noli Me Tangere,1,ISANG PAGCACAPISAN.,37,"Umaaticabong nangagsasalitaan ang ilang mga cadete; nguni't mahihina ang voces, sa isa sa mga suloc at manacanacang tinitingnan nila at itinuturo ng daliri ang ilang mga taong na sa salas, at silasila'y nangagtatawanang ga inililihim ng hindi naman; ang bilang capalit nama'y ang dalawang extrangero na capowa nacaputi ng pananamit, nangacatalicod camay at di umiimic ay nangagpaparoo't paritong malalaki ang hacbang sa magcabicabilang dulo ng salas, tulad sa guinagawa ng mga naglalacbay-dagat sa ""cubierta"" ng isang sasacyan."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,38,"Ang masaya't mahalagang salitaa'y na sa isang pulutong na ang bumubuo'y dalawang fraile, dalawang paisano at isang militar na canilang naliliguid ang isang maliit na mesang kinalalagyan ng mga botella ng alac at mga biscocho ingles."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,39,"Ang militar ay isang matandang teniente, matangcad, mabalasic ang pagmumukha, na ano pa't anaki'y isang Duque de Alba na napag-iwan sa escalafon ng Guardia Civil."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,40,"Bahagya na siya nagsasalita, datapuwa't matigas at maicli ang pananalita."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,41,"—Ang isa sa mga fraile'y isang dominicong bata pa, maganda, malinis at maningning, na tulad sa canyang salamin sa matang nacacabit sa tangcay na guinto, maaga ang pagca ugaling matanda: siya ang cura sa Binundoc at ng mga nacaraang tao'y naguing catedratico sa San Juan de Letran."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,42,"Siya'y balitang ""dialectico"", caya nga't ng mga panahong iyong nangangahas pa ang mga anac ni Guzmang makipagsumag sa paligsahan ng catalasan ng isip sa mga ""seglar"", hindi macuhang malito siya o mahuli cailan man ng magaling na ""argumentador"" na si B."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,43,"de Luna; itinutulad siya ng mga ""distingo"" ni Fr. Sibyla sa mangingisdang ibig humuli ng igat sa pamamag-itan ng silo."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,44,Hindi nagsasalita ang dominico at tila mandin pinacatitimbang ang canyang mga pananalita.
Noli Me Tangere,1,ISANG PAGCACAPISAN.,45,"Baligtad ang isa namang fraile, na franciscano, totoong masalita at lalo ng mainam magcucumpas."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,46,"Baga man sumusungaw na ang mga uban sa canyang balbas, wari'y nananatili ang lacas ng canyang malusog na pangangatawan."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,47,"Ang mukha niyang maganda ang tabas, ang canyang mga pagtinging nacalalaguim, ang canyang malalapad na mga panga at batibot na pangangatawan ay nagbibigay anyo sa canyang isang patricio romanong nagbalat cayo, at cahi't hindi sinasadya'y inyong magugunita yaong tatlong monjeng sinasabi ni Heine sa canyang ""Dioses en el destierro"", na nagdaraang namamangca pagcahating gabi sa isang dagatan doon sa Tyrol, cung ""equinoccio"" ng Septiembre, at sa tuwing dumaraa'y inilalagay ng abang mamamangca ang isang salaping pilac, malamig na cawangis ng ""hielo,"" na siyang sa canya'y pumupuspos ng panglulumo."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,48,"Datapuwa't si Fray Damaso'y hindi mahiwagang gaya nila; siya'y masaya, at cung pabug-al bug-al ang canyang voces sa pananalita, tulad sa isang taong cailan ma'y hindi naaalang-alang, palibhasa'y ipinalalagay na banal at wala ng gagaling pa sa canyang sinasabi, kinacatcat ang saclap ng gayong ugali ng canyang tawang masaya at bucas, at hangang sa napipilitan cang sa canya'y ipatawad ang pagpapakita ng mga paang walang calcetin at mga binting mabalahibo, na icakikita ng maraming pagcabuhay ng isang Mendicta sa mga feria sa Kiapo."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,49,"Ang isa sa mga paisano'y isang taong malingguit, maitim ang balbas at walang ikinatatangi cung di ang ilong, na sa calakha'y masasabing hindi canya; ang isa, nama'y isang binatang culay guinto ang buhoc, na tila bagong dating dito sa Filipinas: ito ang masilacbong pinakikipagmatuwiranan ng franciscano."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,50,"—Makikita rin ninyo—ang sabi ng franciscano—pagca po cayo'y natirang ilang bowan dito, cayo'y maniniwala sa aking sinasabi: ¡iba ang mamahala ng bayan ng Madrid at iba, ang matira sa Filipinas!"
Noli Me Tangere,1,ISANG PAGCACAPISAN.,51,—Nguni't....
Noli Me Tangere,1,ISANG PAGCACAPISAN.,52,"—Aco, sa halimbawa—ang patuloy na pananalita ni Fr. Damaso, na lalong itinaas ang voces at ng di na macaimic ang canyang causap—aco'y mayroon na ritong dalawampo at tatlong taong saguing at ""morisqueta"", macapagsasabi aco ng mapapaniwalaan tungcol sa bagay na iyan."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,53,"Howag cayong tumutol sa akin ng alinsunod sa mga carunungan at sa mabubuting pananalita, nakikilala co ang ""indio""."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,54,"Acalain ninyong mula ng aco'y dumating sa lupaing ito'y aco'y iniucol na sa isang bayang maliit nga, nguni't totoong dumog sa pagsasaca."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,55,"Hindi co pa nauunawang magaling ang wicang tagalog, gayon ma'y kinucumpisal co na ang mga babae at nagcacawatasan cami, at lubhang pinacaibig nila aco, na ano pa't ng macaraan ang tatlong taon, ng aco'y ilipat sa ibang bayang lalong malaki, na walang namamahala dahil sa pagcamatay ng curang ""indio"" roon, nangagsipanangis ang lahat ng babae, pinuspos aco ng mga handog, inihatid nila acong may casamang musica...."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,56,—Datapowa't iya'y nagpapakilala lamang....
Noli Me Tangere,1,ISANG PAGCACAPISAN.,57,—¡Hintay cayo!
Noli Me Tangere,1,ISANG PAGCACAPISAN.,58,¡hintay cayo!
Noli Me Tangere,1,ISANG PAGCACAPISAN.,59,¡howag naman sana cayong napacaningas!
Noli Me Tangere,1,ISANG PAGCACAPISAN.,60,"Ang humalili sa akin ay hindi totoong nagtagal na gaya co, at ng siya'y umalis ay lalo ng marami ang naghatid, lalo ng marami ang umiyac at lalo ng mainam ang musica, gayong siya'y lalo ng mainam mamalo at pinataas pa ang mga ""derechos ng parroquia"", hangang sa halos nag-ibayo ang laki."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,61,—Nguni't itutulot ninyo sa aking....
Noli Me Tangere,1,ISANG PAGCACAPISAN.,62,"—Hindi lamang iyan, natira aco sa bayang San Diegong dalawampong taon, may ilang bowan lamang ngayong aking.... iniwan (dito'y nagpakitang tila masama ang loob)."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,63,Hindi maicacait sa akin nino mang dalawampong tao'y mahiguit cay sa catatagan upang makilala ang isang bayan.
Noli Me Tangere,1,ISANG PAGCACAPISAN.,64,"May anim na libo ang dami ng taong namamayan sa San Diego, at bawa't tagaroo'y nakikilala co, na parang siya'y aking ipinanganac at pinasuso: nalalaman co cung alin ang mga lisyang caasalan nito, cung ano ang pinangangailangan niyon, cung sino ang nangingibig sa bawa't dalaga, cung ano anong mga pagcadupilas ang nangyari sa babaeng ito, cung sino ang tunay na ama ng batang inianac, at iba pa; palibhasa'y kinucumpisal co ang calahatlahatang taong-bayan; nangag-iingat ng mainam sila sa canicanilang catungculan."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,65,Magsabi cung nagsisinungaling aco si Santiagong siyang may ari nitong bahay; doo'y marami siyang mga lupa at doon cami naguing magcaibigan.
Noli Me Tangere,1,ISANG PAGCACAPISAN.,66,"Ngayo'y makikita ninyo cung ano ang ""indio""; ng aco'y umalis, bahagya na aco inihatid ng ilang mga matatandang babae at ilang ""hermano"" tercero, ¡gayong natira aco roong dalawampong taon!"
Noli Me Tangere,1,ISANG PAGCACAPISAN.,67,"Nguni't hindi co mapagcuro cung ano ang cabagayan ng inyong mga sinabi sa pagcacaalis ng ""estanco ng tabaco""—ang sagot ng may mapulang buhoc na causap, na canyang sinamantala ang sandaling pagcatiguil dahil sa pag-inom ng franciscano ng isang copita ng Jerez."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,68,Sa pangguiguilalas ng di ano lamang ni Fr. Damaso ay caunti nang mabitiwan nito ang copa.
Noli Me Tangere,1,ISANG PAGCACAPISAN.,69,Sandaling tinitigan ang binata at:
Noli Me Tangere,1,ISANG PAGCACAPISAN.,70,—¿Paano?
Noli Me Tangere,1,ISANG PAGCACAPISAN.,71,¿paano?
Noli Me Tangere,1,ISANG PAGCACAPISAN.,72,—ang sinabi pagcatapos ng boong pagtataca.
Noli Me Tangere,1,ISANG PAGCACAPISAN.,73,—Datapowa't ¿mangyayari bagang hindi ninyo mapagwari iyang casing liwanag ng ilaw?
Noli Me Tangere,1,ISANG PAGCACAPISAN.,74,"¿Hindi ba ninyo nakikita, anac ng Dios, na ang lahat ng ito'y nagpapatibay na totoo, na pawang cahalingan ang mga pagbabagong utos na guinagawa ng mga ministro?"
Noli Me Tangere,1,ISANG PAGCACAPISAN.,75,"Ngayo'y ang may pulang buhoc naman ang natigagal, lalong ikinunot ng teniente ang canyang mga kilay, iguinagalaw ang ulo ng taong bulilit na parang ipinahahalata niyang binibigyan niyang catuwiran o hindi si Fray Damaso."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,76,Nagcasiya na lamang ang dominico sa pagtalicod sa canilang lahat halos.
Noli Me Tangere,1,ISANG PAGCACAPISAN.,77,—¿Inaacala baga ninyo ...?
Noli Me Tangere,1,ISANG PAGCACAPISAN.,78,"—ang sa cawacasa'y nagawang tanong ng boong catimpian ng binata, na tinititigan ng boong pagtataca ang fraile."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,79,—¿Na cung inaacala co?
Noli Me Tangere,1,ISANG PAGCACAPISAN.,80,¡Sinasampalatayanan cong gaya ng pagsampalataya sa Evangelio!
Noli Me Tangere,1,ISANG PAGCACAPISAN.,81,"¡Napaca ""indolente"" ang ""indio""!"
Noli Me Tangere,1,ISANG PAGCACAPISAN.,82,—¡Ah!
Noli Me Tangere,1,ISANG PAGCACAPISAN.,83,"ipatawad po ninyong salabatin co ang inyong pananalita—anang binata, na idinahan ang voces at inilapit ng caunti ang canyang upuan; sinabi po ninyo ang isang salita na totoong nacaakit sa aking magdilidili."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,84,"¡Tunay nga cayang catutubo ng mga dalisay na tagarito ang pagca ""indolente,"" o nangyayari ang sinasabi ng isang maglalacbay na taga ibang lupain, na tinatacpan natin ng pagca indolenteng ito ang ating sariling pagca indolente, ang pagcahuli natin sa pagsulong sa mga carunungan at ang ating paraan ng pamamahala sa lupaing nasasacupan?"
Noli Me Tangere,1,ISANG PAGCACAPISAN.,85,"Ang sinabi niya'y ucol sa mga ibang lupaing sacop, na ang mga nananahan doo'y pawang sa lahi ring iyan!..."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,86,—¡Oho!
Noli Me Tangere,1,ISANG PAGCACAPISAN.,87,¡Mga cainguitan!
Noli Me Tangere,1,ISANG PAGCACAPISAN.,88,"¡Itanong po ninyo cay guinoong Laruja na nacakikilala rin sa lupaing ito; itanong ninyo sa canya cung may mga catulad ang camangmangan at ang pagca ""indolente"" ng indio!"
Noli Me Tangere,1,ISANG PAGCACAPISAN.,89,"—Tunay nga—ang sagot naman ng bulilit na lalaking siyang binangguit—¡hindi po cayo macacakita sa alin mang panig ng daigdig ng hihiguit pa sa pagca indolente ng indio, sa alin mang panig ng daigdig!"
Noli Me Tangere,1,ISANG PAGCACAPISAN.,90,"—¡Ni iba pang lalong napacasama ng asal na pinagcaratihan, ni iba pang lalong hindi marunong cumilala ng utang na loob!"
Noli Me Tangere,1,ISANG PAGCACAPISAN.,91,—¡At ng ibang lalong masama ang turo!
Noli Me Tangere,1,ISANG PAGCACAPISAN.,92,Nagpasimula ang binatang mapula ang buhoc ng pagpapalingaplingap sa magcabicabila ng boong pag-aalap-ap.
Noli Me Tangere,1,ISANG PAGCACAPISAN.,93,"—Mga guinoo—ang sinabing marahan—tila mandin tayo'y na sa bahay ng isang ""indio""."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,94,Ang mga guinoong dalagang iyan....
Noli Me Tangere,1,ISANG PAGCACAPISAN.,95,—¡Bah!
Noli Me Tangere,1,ISANG PAGCACAPISAN.,96,huwag cayong napaca magugunigunihin!
Noli Me Tangere,1,ISANG PAGCACAPISAN.,97,"Hindi ipinalalagay ni Santiagong siya'y ""indio,"" bucod sa roo'y hindi siya nahaharap, at...."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,98,¡cahi't nahaharap man siya!
Noli Me Tangere,1,ISANG PAGCACAPISAN.,99,Iya'y mga cahalingan ng mga bagong dating.
Noli Me Tangere,1,ISANG PAGCACAPISAN.,100,"Hayaan ninyong macaraan ang ilang bowan; magbabago cayong isipan pagca cayo'y nacapagmalimit sa maraming mga fiesta at ""bailujan"", nacatulog sa mga catre at nacacain ng maraming ""tinola""."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,101,"—Tinatawag po ba ninyong tinola ang bungang cahoy na cahawig ng ""loto"" na ... ganyan ... nacapagmamalimutin sa mga tao?"
Noli Me Tangere,1,ISANG PAGCACAPISAN.,102,—¡Ano bang loto ni loteria!
Noli Me Tangere,1,ISANG PAGCACAPISAN.,103,—ang sagot ni pari Damasong nagtatawa;—nagsasalita cayo ng mga cahalingan.
Noli Me Tangere,1,ISANG PAGCACAPISAN.,104,Ang tinola ay ang pinaghalong inahing manoc at saca upo.
Noli Me Tangere,1,ISANG PAGCACAPISAN.,105,¿Buhat pa cailan dumating cayo?
Noli Me Tangere,1,ISANG PAGCACAPISAN.,106,—Apat na araw—ang sagot ng binatang ga namumuhi na.
Noli Me Tangere,1,ISANG PAGCACAPISAN.,107,—¿Naparito ba cayong may catungculan?
Noli Me Tangere,1,ISANG PAGCACAPISAN.,108,—Hindi po; naparito aco sa aking sariling gugol upang mapagkilala co ang lupaing ito.
Noli Me Tangere,1,ISANG PAGCACAPISAN.,109,"—¡Aba, napacatangi namang ibon!"
Noli Me Tangere,1,ISANG PAGCACAPISAN.,110,"—ang saysay ni Fr. Damaso, na siya'y minamasdan ng boong pagtataca—¡Pumarito sa sariling gugol at sa mga cahalingan lamang!"
Noli Me Tangere,1,ISANG PAGCACAPISAN.,111,¡Cacaiba namang totoo!
Noli Me Tangere,1,ISANG PAGCACAPISAN.,112,¡Ganyang caraming mga libro ... sucat na ang magcaroon ng dalawang daling noo....
Noli Me Tangere,1,ISANG PAGCACAPISAN.,113,Sa ganya'y maraming sumulat ng mga dakilang libro!
Noli Me Tangere,1,ISANG PAGCACAPISAN.,114,¡Sucat na ang magcaroon ng dalawang daling noo....
Noli Me Tangere,1,ISANG PAGCACAPISAN.,115,"—Sinasabi ng ""cagalanggalang po ninyo"" (""Vuestra reverencia""), pari Damaso—ang biglang isinalabat ng dominico na pinutol ang salitaan—na cayo'y nanahang dalawampong taon sa bayang San Diego at cayo umalis doon...."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,116,¿hindi po ba kinalulugdan ng inyong cagalangan ang bayang iyon?
Noli Me Tangere,1,ISANG PAGCACAPISAN.,117,Biglang nawala ang catowaan ni Fr. Damaso at tumiguil ng pagtatawa sa tanong na itong ang anyo'y totoong parang walang ano man at hindi sinasadya.
Noli Me Tangere,1,ISANG PAGCACAPISAN.,118,Nagpatuloy ng pananalita ang dominico ng anaki'y lalong nagwawalang bahala:
Noli Me Tangere,1,ISANG PAGCACAPISAN.,119,—Marahil nga'y nacapagpipighati ang iwan ang isang bayang kinatahanang dalawampong taon at napagkikilalang tulad sa habitong suot.
Noli Me Tangere,1,ISANG PAGCACAPISAN.,120,"Sa ganang akin lamang naman, dinaramdam cong iwan ang Camiling, gayong iilang buwan acong natira roon ... nguni't yao'y guinawa ng mga puno sa icagagaling ng Capisanan ... at sa icagagaling co naman."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,121,"Noon lamang ng gabing iyon, tila totoong natilihan si Fr. Damaso."
Noli Me Tangere,1,ISANG PAGCACAPISAN.,122,"Di caguinsaguinsa'y pinacabigyanbigyan ng suntoc ang palungan ng camay ng canyang sillon, huminga ng malacas at nagsalita:"
Noli Me Tangere,1,ISANG PAGCACAPISAN.,123,—¡O may Religion o wala!
