book_title,author,source,source_filename,chapter_index,chapter_title,para_index_in_chapter,global_para_index,text,text_type
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,0,NOLI ME TANGERE,0,0,NOLI ME TANGERE,chapter_title
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,5,31,"Yamang walang bantay-pintô ó alilang huming̃î ó magtanong ng̃ ""billete"" ó sulat na anyaya, tayo'y pumanhic, ¡oh icaw na bumabasa sa akin, catoto ó caaway! sacali't naaakit icaw ng̃ tugtog ng̃ orquesta, ng̃ ilaw ó ng̃ macahulugáng ""clin-clan"" ng̃ mg̃a pingga't cubiertos at ibig mong mapanood cung paano ang mg̃a piguíng doon sa Perla ng̃ Casilang̃anan. Cung sa aking caibigán lamang at sa aking sariling caguinhawahan, hindî catá pápagalin sa pagsasaysay ng̃ calagayan ng̃ bahay; ng̃uni't lubháng mahalagá ito, palibhasa'y ang caraniwan sa mg̃a may camatayang gaya natin ay tulad sa pawican: hinahalagahan at hinihirang tayo alinsunod sa ating talucab ó tinatahanang bahay; dahil dito't sa iba pang mg̃a anyô ng̃ asal, cawang̃is ng̃a ng̃ mg̃a pawican ang mg̃a may camatayan sa Filipinas.—Cung pumanhic tayo'y agad nating marárating ang isáng malowang na tahanang cung tawaguin doo'y ""caida"", ayawán cung bakit, na ng̃ gabing ito'y guinagamit na ""comedor"" at tuloy salón ng̃ orquesta. Sa guitna'y may isáng mahabang mesa, na nahihiyasan ng̃ marami at mahahalagang pamuti, na tila mandin cumikindat sa ""colado,"" taglay ang catamistamisang mg̃a pang̃acò, at nagbabalà sa matatacuting binibini, sa walang malay na dalaga, ng̃ dalawang nacaiinip na oras sa casamahán ng̃ mg̃a hindî cakilala, na ang pananalita't mg̃a pakikikiusap ay ang caraniwa'y totoong cacaiba. Namúmucod ng̃ di ano lamang sa mg̃a ganitong handang sa mundo'y nauucol, ang sumasapader na mg̃a cuadrong tungcol sa religión, gaya bagá ng̃ ""Ang Purgatorio,"" ""Ang Infierno,"" ""Ang hulíng Paghuhucom,"" ""Ang pagcamatáy ng̃ banal,"" ""Ang pagcamatáy ng̃ macasalanan,"" at sa duyo'y naliliguid nang isáng maring̃al at magandañg ""marco"" na anyong ""Renacimiento"" na gawâ ni Arévalo, ang isáng mabuting ayos at malapad na ""lienzo"" na doo'y napapanood ang dalawang matandang babae. Ganitó ang saysay ng̃ doo'y titic: ""Nuestra Señora de la Paz y Buen Viaje, na sinasamba sa Antipolo, sa ilalim ng̃ anyong babaeng magpapalimos, dinadalaw sa canyang pagcacasakít ang banal at bantog na si Capitana Inés"". Tunay mang ang pagcacapinta'y hindî nagpapakilala ng̃ ""arte"" at cabutihang lumikhâ, datapowa't nagsasaysay naman ng̃ caraniwang mamalas: ang babaeng may sakít ay tila na bangcay na nabûbuloc, dahil sa culay dilaw at azul ng̃ canyang mukhâ; ang mg̃a vaso't iba pang mg̃a casangcapan, iyang maraming mg̃a natitipong bagay bagay sa mahabang pagcacasakít ay doo'y lubhang mabuti ang pagcacasipì, na ano pa't napapanood patí ng̃ linálaman. Sa panonood ng̃ mg̃a calagayang iyong umaakit sa pagcacagana sa pagcain at nagúudyoc ng̃ ucol sa paglasáp ng̃ masasaráp na bagay bagay, marahil acalain ng̃ iláng may masamáng isipan ang may-arì ng̃ bahay, na napagkikilalang magalíng ang calooban ng̃ halos lahát ng̃ mg̃a magsisiupô sa mesa, at ng̃ huwag namáng máhalatang totoo ang canyang panucalà, nagsabit sa quízame ng̃ maririkít na lámparang gawâ sa China, mg̃a jaulang waláng ibon, mg̃a bolang cristal na may azogueng may culay pulá, verde at azul, mg̃a halamang pangbíting lantá na, mg̃a tuyóng isdáng botete na hinipa't ng̃ bumintóg, at iba pa, at ang lahát ng̃ ito'y nacúculong sa may dacong ílog ng̃ maiinam na mg̃a arcong cahoy, na ang anyo'y alang̃ang huguis europeo't alang̃ang huguis insíc, at may nátatanaw namáng isáng ""azoteang"" may mg̃a balag at mg̃a ""glorietang"" bahagyâ na naliliwanagan ng̃ mg̃a maliliit na farol na papel na may sarisaring culay.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,6,32,"Nasasalas ang mang̃agsisicain, sa guitnâ ng̃ lubháng malalakíng mg̃a salamín at na ng̃agníningning na mg̃a araña: at doon sa ibabaw ng̃ isáng tarimang pino ay may isáng mainam na ""piano de cola"", na ang halaga'y camalácmalác, at lalò ng̃ mahalagá ng̃ gabíng itó, sa pagca't sino ma'y walang tumútugtog. Doo'y may isáng larawang ""al óleo"" ng̃ isáng lalaking makisig, nacafrac, unát, matuwíd, timbáng na tulad sa bastóng may borlas na tagláy sa mg̃a matitigás na daliring puspós ng̃ mg̃a sinsíng: wari'y sinasabi ng̃ larawan:",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,7,33,—¡Ehem! ¡masdán ninyó cung gaano carami ang suot co at aco'y hindî tumatawa!,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,8,34,"Magagandá ang mg̃a casangcapan, baga man marahil ay hindî maguinhawahang gamitin at nacasasamâ pa sa catawan: hindî ng̃â ang icaiilag sa sakít ng̃ canyáng mg̃a inaanyayahan ang naiisip ng̃ may-arì, cung dî ang sariling pagmamarikít.—¡Tunay at cakilakilabot na bagay ang pag-iilaguín, datapowa't cayó namá'y umuúpô sa mg̃a sillóng gawáng Europa, at hindî palaguing macacátagpò cayó ng̃ ganyán!—itó marahil ang sinasabi niya sa canilá.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,9,35,"Halos punô ng̃ tao ang salas: hiwaláy ang mg̃a lalaki sa mg̃a babae, tulad sa mg̃a sambahang católico at sa mg̃a sinagoga. Ang mg̃a babae ay iláng mg̃a dalagang ang iba'y filipina at ang iba'y española: binúbucsan nila ang bibíg upang piguilin ang isáng hicáb; ng̃uni't pagdaca'y tinátacpan nilá ng̃ caniláng mg̃a abanico; bahagyâ na nang̃agbubulung̃an ng̃ iláng mg̃a pananalitâ; anó mang pag-uusap na ipinagsúsumalang pasimulán, pagdaca'y naluluoy sa iláng putól-putól na sábi; catulad niyáng mg̃a ing̃ay na náriring̃ig cung gabí sa isáng bahay, mg̃a ing̃ay na gawâ ng̃ mg̃a dagâ at ng̃ mg̃a butikî. ¿Bacâ cayâ naman ang mg̃a larawan ng̃ mg̃a iba't ibang mg̃a ""Nuestra Señora"" na nagsabit sa mg̃a pader ang siyang ninilit sa mg̃a dalagang iyong huwag umimíc at magpacahinhíng lubós, ó dito'y talagang natatang̃ì ang mg̃a babae?",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,10,36,"Ang tang̃ing sumasalubong sa pagdatíng ng̃ mg̃a guinoong babae ay isáng babaeng matandang pinsan ni capitán Tiago, mukhang mabait at hindî magaling magwicang castilà. Ang pinacaubod ng̃ canyáng pagpapakitang loob at pakikipagcapuwa tao'y walâ cung ang dî mag-alay sa mg̃a española ng̃ tabaco at hitsô, at magpahalíc ng̃ canyang camáy sa mg̃a filipina, na ano pa't walang pinag-ibhán sa mg̃a fraile. Sa cawacasa'y nayamot ang abáng matandang babae, caya't sinamantala niya ang paglagapác ng̃ isang pinggang nabasag upang lumabás na dalidalì at nagbububulong:",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,11,37,"—¡Jesus! ¡Hintay cayó, mg̃a indigno!",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,12,38,At hindî na mulíng sumipót.,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,13,39,"Tungcol sa mg̃a lalaki'y nang̃agcacaing̃a'y ng̃ cauntî. Umaaticabong nang̃agsasalitaan ang iláng mg̃a cadete; ng̃uni't mahihinà ang voces, sa isa sa mg̃a súloc at manacanacang tinitingnan nila at itinuturo ng̃ dalirî ang iláng mg̃a taong na sa salas, at silasila'y nang̃agtatawanang ga inililihim ng̃ hindi naman; ang bilang capalit nama'y ang dalawang extrangero na capowâ nacaputî ng̃ pananamit, nang̃acatalicod camáy at dî umíimic ay nang̃agpaparoo't paritong malalakí ang hacbang sa magcabicabilang dulo ng̃ salas, tulad sa guinágawâ ng̃ mg̃a naglalacbay-dagat sa ""cubierta"" ng̃ isáng sasacyán. Ang masaya't mahalagáng salitàa'y na sa isang pulutóng na ang bumubuo'y dalawang fraile, dalawang paisano at isáng militar na canilang naliliguid ang isáng maliit na mesang kinalalagyan ng̃ mg̃a botella ng̃ alac at mg̃a biscocho inglés.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,14,40,"Ang militar ay isang matandang teniente, matangcád, mabalasic ang pagmumukhâ, na ano pa't anaki'y isang Duque de Alba na napag-iwan sa escalafón ng̃ Guardia Civil. Bahagyâ na siya nagsásalita, datapuwa't matigás at maiclî ang pananalitâ.—Ang isá sa mg̃a fraile'y isang dominicong bata pa, magandá, malinis at maningning, na tulad sa canyang salamín sa matang nacacabit sa tangcáy na guintô, maaga ang pagca ugaling matandâ: siya ang cura sa Binundóc at ng̃ mg̃a nacaraang tao'y naguing catedrático sa San Juan de Letran. Siya'y balitang ""dialéctico"", caya ng̃a't ng̃ mg̃a panahong iyóng nang̃ang̃ahas pa ang mg̃a anac ni Guzmang makipagsumag sa paligsahan ng̃ catalasan ng̃ ísip sa mg̃a ""seglar"", hindî macuhang malitó siya ó mahuli cailan man ng̃ magalíng na ""argumentador"" na si B. de Luna; itinutulad siya ng̃ mg̃a ""distingo"" ni Fr. Sibyla sa máng̃ing̃isdang ibig humuli ng̃ igat sa pamamag-itan ng̃ sílò. Hindî nagsasálitâ ang dominico at tila mandin pinacatitimbang ang canyang mg̃a pananalità.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,15,41,"Baligtád ang isá namáng fraile, na franciscano, totoong masalitâ at lalò ng̃ maínam magcucumpás. Bagá man sumusung̃aw na ang mg̃a uban sa canyang balbás, wari'y nananatili ang lácas ng̃ canyang malusóg na pang̃ang̃atawán. Ang mukhâ niyang magandá ang tabas, ang canyang mg̃a pagting̃ing nacalálaguim, ang canyáng malalapad na mg̃a pang̃á at batìbot na pang̃ang̃atawan ay nagbibigay anyô sa canyáng isáng patricio romanong nagbalát cayô, at cahi't hindî sinasadya'y inyóng mágugunitâ yaong tatlong monjeng sinasabi ni Heine sa canyáng ""Dioses en el destierro"", na nagdaraang namamangcâ pagcahating gabi sa isang dagatan doon sa Tyrol, cung ""equinoccio"" ng̃ Septiembre, at sa tuwing dumaraa'y inilálagay ng̃ abang mámamangca ang isáng salapíng pílac, malamíg na cawang̃is ng̃ ""hielo,"" na siyang sa canya'y pumupuspos ng̃ panglulumó. Datapuwa't si Fray Dámaso'y hindî mahiwagang gaya nilá; siya'y masayá, at cung pabug-al bug-al ang canyáng voces sa pananalità, tulad sa isang taong cailan ma'y hindi naaalang-alang, palibhasa'y ipinalálagay na banal at walâ ng̃ gágaling pa sa canyáng sinasabi, kinacatcat ang sacláp ng̃ gayóng ugalî ng̃ canyáng táwang masayá at bucás, at hangang sa napipilitan cang sa canya'y ipatawad ang pagpapakita ng̃ mg̃a paang waláng calcetín at mg̃a bintíng mabalahíbo, na icakikita ng̃ maraming pagcabuhay ng̃ isáng Mendicta sa mg̃a feria sa Kiapò.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,16,42,"Ang isa sa mg̃a paisano'y isang taong malingguit, maitím ang balbás at waláng íkinatatáng̃ì cung dî ang ilóng, na sa calakhá'y masasabing hindî canyá; ang isá, nama'y isang binatang culay guintô ang buhóc, na tila bagong datíng dito sa Filipinas: itó ang masilacbóng pinakikipagmatuwiranan ng̃ franciscano.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,17,43,"—Makikita rin ninyó—ang sabi ng̃ franciscano—pagca pô cayó'y nátirang iláng bowan dito, cayó'y maniniwálà sa aking sinasabi: ¡ibá ang mamahala ng̃ bayan ng̃ Madrid at ibá, ang mátira sa Filipinas!",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,1,ISANG PAGCACAPISAN.,18,44,—Ng̃uni't....,paragraph
