book_title,chapter_number,chapter_title,sentence_number,sentence_text
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,11,"Kung sa aking kaibigan lamang at sa aking sariling kaginhawahan, hindi kata papagalin sa pagsasaysay ng kalagayan ng bahay; nguni't lubhang mahalaga ito, palibhasa'y ang karaniwan sa mga may kamatayang gaya natin ay tulad sa pawikan: hinahalagahan at hinihirang tayo alinsunod sa ating talukab o tinatahanang bahay; dahil dito't sa iba pang mga anyo ng asal, kawangis nga ng mga pawikan ang mga may kamatayan sa Filipinas.—Kung pumanhik tayo'y agad nating mararating ang isang malowang na tahanang kung tawagin doo'y ""kaida"", ayawan kung bakit, na ng gabing ito'y ginagamit na ""komedor"" at tuloy salon ng orquesta."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,12,"Sa gitna'y may isang mahabang mesa, na nahihiyasan ng marami at mahahalagang pamuti, na tila mandin kumikindat sa ""kolado,"" taglay ang katamistamisang mga pangako, at nagbabala sa matatakuting binibini, sa walang malay na dalaga, ng dalawang nakaiinip na oras sa kasamahan ng mga hindi kakilala, na ang pananalita't mga pakikikiusap ay ang karaniwa'y totoong kakaiba."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,13,"Namumukod ng di ano lamang sa mga ganitong handang sa mundo'y nauukol, ang sumasapader na mga kuadrong tungkol sa religion, gaya baga ng ""Ang Purgatorio,"" ""Ang Infierno,"" ""Ang huling Paghuhukom,"" ""Ang pagkamatay ng banal,"" ""Ang pagkamatay ng makasalanan,"" at sa duyo'y naliligid nang isang maringal at magandañg ""marko"" na anyong ""Renakimiento"" na gawa ni Arevalo, ang isang mabuting ayos at malapad na ""lienzo"" na doo'y napapanood ang dalawang matandang babae."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,14,"Ganito ang saysay ng doo'y titik: ""Nuestra Señora de la Paz y Buen Viaje, na sinasamba sa Antipolo, sa ilalim ng anyong babaeng magpapalimos, dinadalaw sa kanyang pagkakasakit ang banal at bantog na si Capitana Ines""."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,15,"Tunay mang ang pagkakapinta'y hindi nagpapakilala ng ""arte"" at kabutihang lumikha, datapuwa't nagsasaysay naman ng karaniwang mamalas: ang babaeng may sakit ay tila na bangkay na nabubulok, dahil sa kulay dilaw at azul ng kanyang mukha; ang mga vaso't iba pang mga kasangkapan, iyang maraming mga natitipong bagay bagay sa mahabang pagkakasakit ay doo'y lubhang mabuti ang pagkakasipi, na ano pa't napapanood pati ng linalaman."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,16,"Sa panonood ng mga kalagayang iyong umaakit sa pagkakagana sa pagkain at naguudyok ng ukol sa paglasap ng masasarap na bagay bagay, marahil akalain ng ilang may masamang isipan ang may-ari ng bahay, na napagkikilalang magaling ang kalooban ng halos lahat ng mga magsisiupo sa mesa, at ng huwag namang mahalatang totoo ang kanyang panukala, nagsabit sa quizame ng maririkit na lamparang gawa sa China, mga jaulang walang ibon, mga bolang cristal na may azogueng may kulay pula, verde at azul, mga halamang pangbiting lanta na, mga tuyong isdang botete na hinipa't ng bumintog, at iba pa, at ang lahat ng ito'y nakukulong sa may dakong ilog ng maiinam na mga arkong kahoy, na ang anyo'y alangang hugis europeo't alangang hugis insik, at may natatanaw namang isang ""azoteang"" may mga balag at mga ""glorietang"" bahagya na naliliwanagan ng mga maliliit na farol na papel na may sarisaring kulay."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,17,"Nasasalas ang mangagsisikain, sa gitna ng lubhang malalaking mga salamin at na ngagniningning na mga araña: at doon sa ibabaw ng isang tarimang pino ay may isang mainam na ""piano de kola"", na ang halaga'y kamalakmalak, at lalo ng mahalaga ng gabing ito, sa pagka't sino ma'y walang tumutugtog."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,18,"Doo'y may isang larawang ""al oleo"" ng isang lalaking makisig, nakafrak, unat, matuwid, timbang na tulad sa bastong may borlas na taglay sa mga matitigas na daliring puspos ng mga sinsing: wari'y sinasabi ng larawan:"
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,19,—¡Ehem!
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,20,¡masdan ninyo kung gaano karami ang suot ko at ako'y hindi tumatawa!
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,21,"Magaganda ang mga kasangkapan, baga man marahil ay hindi maginhawahang gamitin at nakasasama pa sa katawan: hindi nga ang ikaiilag sa sakit ng kanyang mga inaanyayahan ang naiisip ng may-ari, kung di ang sariling pagmamarikit.—¡Tunay at kakila-kilabot na bagay ang pag-iilagin, datapuwa't kayo nama'y umuupo sa mga sillong gawang Europa, at hindi palaging makakatagpo kayo ng ganyan!—ito marahil ang sinasabi niya sa kanila."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,22,"Halos puno ng tao ang salas: hiwalay ang mga lalaki sa mga babae, tulad sa mga sambahang katoliko at sa mga sinagoga."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,23,"Ang mga babae ay ilang mga dalagang ang iba'y filipina at ang iba'y española: binubuksan nila ang bibig upang pigilin ang isang hikab; nguni't pagdaka'y tinatakpan nila ng kanilang mga abaniko; bahagya na nangagbubulungan ng ilang mga pananalita; ano mang pag-uusap na ipinagsusumalang pasimulan, pagdaka'y naluluoy sa ilang putol-putol na sabi; katulad niyang mga ingay na naririnig kung gabi sa isang bahay, mga ingay na gawa ng mga daga at ng mga butiki."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,24,"¿Baka kaya naman ang mga larawan ng mga iba't ibang mga ""Nuestra Señora"" na nagsabit sa mga pader ang siyang ninilit sa mga dalagang iyong huwag umimik at magpakahinhing lubos, o dito'y talagang natatangi ang mga babae?"
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,25,"Ang tanging sumasalubong sa pagdating ng mga ginoong babae ay isang babaeng matandang pinsan ni capitan Tiago, mukhang mabait at hindi magaling magwikang kastila."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,26,"Ang pinakaubod ng kanyang pagpapakitang loob at pakikipagkapuwa tao'y wala kung ang di mag-alay sa mga española ng tabako at hitso, at magpahalik ng kanyang kamay sa mga filipina, na ano pa't walang pinag-ibhan sa mga fraile."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,27,"Sa wakas'y nayamot ang abang matandang babae, kaya't sinamantala niya ang paglagapak ng isang pinggang nabasag upang lumabas na dalidali at nagbububulong:"
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,28,—¡Jesus!
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,29,"¡Hintay kayo, mga indigno!"
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,30,At hindi na muling sumipot.
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,31,Tungkol sa mga lalaki'y nangagkakainga'y ng kaunti.
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,32,"Umaatikabong nangagsasalitaan ang ilang mga kadete; nguni't mahihina ang vokes, sa isa sa mga sulok at manakanakang tinitingnan nila at itinuturo ng daliri ang ilang mga taong na sa salas, at silasila'y nangagtatawanang ga inililihim ng hindi naman; ang bilang kapalit nama'y ang dalawang extrangero na kapowa nakaputi ng pananamit, nangakatalikod kamay at di umiimik ay nangagpaparoo't paritong malalaki ang hakbang sa magkabikabilang dulo ng salas, tulad sa ginagawa ng mga naglalakbay-dagat sa ""kubierta"" ng isang sasakyan."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,33,"Ang masaya't mahalagang salitaa'y na sa isang pulutong na ang bumubuo'y dalawang fraile, dalawang paisano at isang militar na kanilang naliligid ang isang maliit na mesang kinalalagyan ng mga botella ng alak at mga biskocho ingles."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,34,"Ang militar ay isang matandang teniente, matangkad, mabalasik ang pagmumukha, na ano pa't anaki'y isang Duque de Alba na napag-iwan sa eskalafon ng Guardia Civil."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,35,"Bahagya na siya nagsasalita, datapuwa't matigas at maikli ang pananalita.—Ang isa sa mga fraile'y isang dominikong bata pa, maganda, malinis at maningning, na tulad sa kanyang salamin sa matang nakakabit sa tangkay na ginto, maaga ang pagka ugaling matanda: siya ang kura sa Binundok at ng mga nakaraang tao'y naging katedratiko sa San Juan de Letran."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,36,"Siya'y balitang ""dialektiko"", kaya nga't ng mga panahong iyong nangangahas pa ang mga anak ni Guzmang makipagsumag sa paligsahan ng katalasan ng isip sa mga ""seglar"", hindi makuhang malito siya o mahuli kailan man ng magaling na ""argumentador"" na si B. de Luna; itinutulad siya ng mga ""distingo"" ni Padre Sibyla sa mangingisdang ibig humuli ng igat sa pamamag-itan ng silo."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,37,Hindi nagsasalita ang dominico at tila mandin pinakatitimbang ang kanyang mga pananalita.
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,38,"Baligtad ang isa namang fraile, na pransiskano, totoong masalita at lalo ng mainam magkukumpas."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,39,"Baga man sumusungaw na ang mga uban sa kanyang balbas, wari'y nananatili ang lakas ng kanyang malusog na pangangatawan."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,40,"Ang mukha niyang maganda ang tabas, ang kanyang mga pagtinging nakalalagim, ang kanyang malalapad na mga panga at batibot na pangangatawan ay nagbibigay anyo sa kanyang isang patrikio romanong nagbalat kayo, at kahi't hindi sinasadya'y inyong magugunita yaong tatlong monjeng sinasabi ni Heine sa kanyang ""Dioses en el destierro"", na nagdaraang namamangka pagkahating gabi sa isang dagatan doon sa Tyrol, kung ""equinokkio"" ng Septiembre, at sa tuwing dumaraa'y inilalagay ng abang mamamangka ang isang salaping pilak, malamig na kawangis ng ""hielo,"" na siyang sa kanya'y pumupuspos ng panglulumo."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,41,"Datapuwa't si Fray Damaso'y hindi mahiwagang gaya nila; siya'y masaya, at kung pabug-al bug-al ang kanyang vokes sa pananalita, tulad sa isang taong kailan ma'y hindi naaalang-alang, palibhasa'y ipinalalagay na banal at wala ng gagaling pa sa kanyang sinasabi, kinakatkat ang saklap ng gayong ugali ng kanyang tawang masaya at bukas, at hangang sa napipilitan kang sa kanya'y ipatawad ang pagpapakita ng mga paang walang kalketin at mga binting mabalahibo, na ikakikita ng maraming pagkabuhay ng isang Mendikta sa mga feria sa Kiapo."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,42,"Ang isa sa mga paisano'y isang taong malinggit, maitim ang balbas at walang ikinatatangi kung di ang ilong, na sa kalakha'y masasabing hindi kanya; ang isa, nama'y isang binatang kulay ginto ang buhok, na tila bagong dating dito sa Filipinas: ito ang masilakbong pinakikipagmatuwiranan ng pransiskano."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,43,"—Makikita rin ninyo—ang sabi ng pransiskano—pagka po kayo'y natirang ilang bowan dito, kayo'y maniniwala sa aking sinasabi: ¡iba ang mamahala ng bayan ng Madrid at iba, ang matira sa Filipinas!"
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,44,—nguni't....
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,45,"—Ako, sa halimbawa—ang patuloy na pananalita ni Padre Damaso, na lalong itinaas ang vokes at ng di na makaimik ang kanyang kausap—ako'y mayroon na ritong dalawampo at tatlong taong saging at ""morisqueta"", makapagsasabi ako ng mapapaniwalaan tungkol sa bagay na iyan."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,46,"Howag kayong tumutol sa akin ng alinsunod sa mga karunungan at sa mabubuting pananalita, nakikilala ko ang ""indio""."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,47,"Akalain ninyong mula ng ako'y dumating sa lupaing ito'y ako'y iniukol na sa isang bayang maliit nga, nguni't totoong dumog sa pagsasaka."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,48,"Hindi ko pa nauunawang magaling ang wikang tagalog, gayon ma'y kinukumpisal ko na ang mga babae at nagkakawatasan kami, at lubhang pinakaibig nila ako, na ano pa't ng makaraan ang tatlong taon, ng ako'y ilipat sa ibang bayang lalong malaki, na walang namamahala dahil sa pagkamatay ng kurang ""indio"" roon, nangagsipanangis ang lahat ng babae, pinuspos ako ng mga handog, inihatid nila akong may kasamang musika...."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,49,—Datapowa't iya'y nagpapakilala lamang....
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,50,—¡Hintay kayo!
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,51,¡hintay kayo!
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,52,¡howag naman sana kayong napakaningas!
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,53,"Ang humalili sa akin ay hindi totoong nagtagal na gaya ko, at ng siya'y umalis ay lalo ng marami ang naghatid, lalo ng marami ang umiyak at lalo ng mainam ang musika, gayong siya'y lalo ng mainam mamalo at pinataas pa ang mga ""derechos ng parroquia"", hangang sa halos nag-ibayo ang laki."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,54,—nguni't itutulot ninyo sa aking....
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,55,"—Hindi lamang iyan, natira ako sa bayang San Diegong dalawampong taon, may ilang bowan lamang ngayong aking.... iniwan (dito'y nagpakitang tila masama ang loob)."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,56,Hindi maikakait sa akin nino mang dalawampong tao'y mahigit kay sa katatagan upang makilala ang isang bayan.
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,57,"May anim na libo ang dami ng taong namamayan sa San Diego, at bawa't tagaroo'y nakikilala ko, na parang siya'y aking ipinanganak at pinasuso: nalalaman ko kung alin ang mga lisyang kaasalan nito, kung ano ang pinangangailangan niyon, kung sino ang nangingibig sa bawa't dalaga, kung ano anong mga pagkadupilas ang nangyari sa babaeng ito, kung sino ang tunay na ama ng batang inianak, at iba pa; palibhasa'y kinukumpisal ko ang kalahatlahatang taong-bayan; nangag-iingat ng mainam sila sa kanikanilang katungkulan."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,58,Magsabi kung nagsisinungaling ako si Santiagong siyang may ari nitong bahay; doo'y marami siyang mga lupa at doon kami naging magkaibigan.
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,59,"ngayo'y makikita ninyo kung ano ang ""indio""; ng ako'y umalis, bahagya na ako inihatid ng ilang mga matatandang babae at ilang ""hermano"" terkero, ¡gayong natira ako roong dalawampong taon!"
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,60,"nguni't hindi ko mapagkuro kung ano ang kabagayan ng inyong mga sinabi sa pagkakaalis ng ""estanko ng tabako""—ang sagot ng may mapulang buhok na kausap, na kanyang sinamantala ang sandaling pagkatigil dahil sa pag-inom ng pransiskano ng isang kopita ng Jerez."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,61,Sa panggigilalas ng di ano lamang ni Padre Damaso ay kaunti nang mabitiwan nito ang kopa.
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,62,Sandaling tinitigan ang binata at:
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,63,—¿Paano?
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,64,¿paano?—ang sinabi pagkatapos ng buong pagtataka.—Datapowa't ¿mangyayari bagang hindi ninyo mapagwari iyang kasing liwanag ng ilaw?
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,65,"¿Hindi ba ninyo nakikita, anak ng Diyos, na ang lahat ng ito'y nagpapatibay na totoo, na pawang kahalingan ang mga pagbabagong utos na ginagawa ng mga ministro?"
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,66,"ngayo'y ang may pulang buhok naman ang natigagal, lalong ikinunot ng teniente ang kanyang mga kilay, iginagalaw ang ulo ng taong bulilit na parang ipinahahalata niyang binibigyan niyang katuwiran o hindi si Fray Damaso."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,67,Nagkasiya na lamang ang dominico sa pagtalikod sa kanilang lahat halos.
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,68,"—¿Inaakala baga ninyo ...?—ang sa wakas'y nagawang tanong ng buong katimpian ng binata, na tinititigan ng buong pagtataka ang fraile."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,69,—¿Na kung inaakala ko?
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,70,¡Sinasampalatayanan kong gaya ng pagsampalataya sa Evangelio!
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,71,"¡Napaka ""indolente"" ang ""indio""!"
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,72,"—¡Ah! ipatawad po ninyong salabatin ko ang inyong pananalita—anang binata, na idinahan ang vokes at inilapit ng kaunti ang kanyang upuan; sinabi po ninyo ang isang salita na totoong nakaakit sa aking magdilidili."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,73,"¡Tunay nga kayang katutubo ng mga dalisay na tagarito ang pagka ""indolente,"" o nangyayari ang sinasabi ng isang maglalakbay na taga ibang lupain, na tinatakpan natin ng pagka indolenteng ito ang ating sariling pagka indolente, ang pagkahuli natin sa pagsulong sa mga karunungan at ang ating paraan ng pamamahala sa lupaing nasasakupan?"
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,74,"Ang sinabi niya'y ukol sa mga ibang lupaing sakop, na ang mga nananahan doo'y pawang sa lahi ring iyan!..."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,75,—¡Oho!
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,76,¡mga kaingitan!
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,77,"¡Itanong po ninyo kay Ginoong Laruja na nakakikilala rin sa lupaing ito; itanong ninyo sa kanya kung may mga katulad ang kamangmangan at ang pagka ""indolente"" ng indio!"
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,78,"—Tunay nga—ang sagot naman ng bulilit na lalaking siyang binanggit—¡hindi po kayo makakakita sa alin mang panig ng daigdig ng hihigit pa sa pagka indolente ng indio, sa alin mang panig ng daigdig!"
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,79,"—¡Ni iba pang lalong napakasama ng asal na pinagkaratihan, ni iba pang lalong hindi marunong kumilala ng utang na loob!"
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,80,—¡At ng ibang lalong masama ang turo!
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,81,Nagpasimula ang binatang mapula ang buhok ng pagpapalingaplingap sa magkabikabila ng buong pag-aalap-ap.
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,82,"—mga ginoo—ang sinabing marahan—tila mandin tayo'y na sa bahay ng isang ""indio""."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,83,Ang mga ginoong dalagang iyan....
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,84,—¡Bah! huwag kayong napaka magugunigunihin!
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,85,"Hindi ipinalalagay ni Santiagong siya'y ""indio,"" bukod sa roo'y hindi siya nahaharap, at...."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,86,¡kahi't nahaharap man siya!
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,87,Iya'y mga kahalingan ng mga bagong dating.
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,88,"Hayaan ninyong makaraan ang ilang bowan; magbabago kayong isipan pagka kayo'y nakapagmalimit sa maraming mga fiesta at ""bailujan"", nakatulog sa mga katre at nakakain ng maraming ""tinola""."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,89,"—Tinatawag po ba ninyong tinola ang bungang kahoy na kahawig ng ""loto"" na ... ganyan ... nakapagmamalimutin sa mga tao?"
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,90,—¡Ano bang loto ni loteria!—ang sagot ni Padre Damasong nagtatawa;—nagsasalita kayo ng mga kahalingan.
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,91,Ang tinola ay ang pinaghalong inahing manok at saka upo.
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,92,¿Buhat pa kailan dumating kayo?
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,93,—Apat na araw—ang sagot ng binatang ga namumuhi na.
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,94,—¿Naparito ba kayong may katungkulan?
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,95,—Hindi po; naparito ako sa aking sariling gugol upang mapagkilala ko ang lupaing ito.
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,96,"—¡Aba, napakatangi namang ibon!—ang saysay ni Padre Damaso, na siya'y minamasdan ng buong pagtataka—¡Pumarito sa sariling gugol at sa mga kahalingan lamang!"
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,97,¡Kakaiba namang totoo!
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,98,¡Ganyang karaming mga libro ... sukat na ang magkaroon ng dalawang daling noo....
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,99,Sa ganya'y maraming sumulat ng mga dakilang libro!
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,100,¡Sukat na ang magkaroon ng dalawang daling noo....
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,101,"—Sinasabi ng ""kagalanggalang po ninyo"" (""Vuestra reverenkia""), pari Damaso—ang biglang isinalabat ng dominico na pinutol ang salitaan—na kayo'y nanahang dalawampong taon sa bayang San Diego at kayo umalis doon...."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,102,¿hindi po ba kinalulugdan ng inyong kagalangan ang bayang iyon?
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,103,Biglang nawala ang katowaan ni Padre Damaso at tumigil ng pagtatawa sa tanong na itong ang anyo'y totoong parang walang ano man at hindi sinasadya.
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,104,Nagpatuloy ng pananalita ang dominico ng anaki'y lalong nagwawalang bahala:
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,105,—Marahil nga'y nakapagpipighati ang iwan ang isang bayang kinatahanang dalawampong taon at napagkikilalang tulad sa habitong suot.
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,106,"Sa ganang akin lamang naman, dinaramdam kong iwan ang Kamiling, gayong iilang buwan akong natira roon ... nguni't yao'y ginawa ng mga puno sa ikagagaling ng Kapisanan ... at sa ikagagaling ko naman."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,107,"Noon lamang ng gabing iyon, tila totoong natilihan si Padre Damaso."
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,108,"Di kaginsaginsa'y pinakabigyanbigyan ng suntok ang palungan ng kamay ng kanyang sillon, huminga ng malakas at nagsalita:"
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,109,—¡O may Relehiyon o wala! sa makatuid baga'y ¡o ang mga kura'y may kalayaan o wala!
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,110,"¡Napapahamak ang lupang ito, na sa kapahamakan!"
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,111,At saka muling sumuntok.
Noli Me Tangere,1,ISANG PAGKAKAPISAN.,112,"—¡Hindi!—ang sagot na paangil at galit, at saka biglang nagpatinghiga ng buong lakas sa hiligan ng sillon."
