book_title,author,source,source_filename,chapter_index,chapter_title,para_index_in_chapter,global_para_index,text,text_type
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,5,11,"At kung ang pagkakawangkî sa daóng ng̃ Pamahalàan ay hindî pa lubós, ay tingnan ang pagkakalagáy ng̃ mg̃a lulan. Sa ilalim ng̃ cubierta ay nang̃agdung̃aw ang mg̃a mukhâng kayumanggí at maiitim ng̃ mg̃a taga rito, mg̃a insík at mestiso na nagkakasiksikang kasama ng̃ mg̃a lulang kalakal at mg̃a kabán, samantalang sa itaás, sa ibabaw ng̃ cubierta at sa lilim ng̃ isáng panambil na nagtatanggol sa kanilá sa init ng̃ araw, ay nang̃akaupô sa maginhawang luklukan ang iláng sakáy na suot taga Europa, mg̃a prayle at mg̃a kawaní, na humihitít ng̃ malalakíng tabako, samantalàng tinátanáw ang mg̃a dinadaanan, na hindî man nápupuna ang mg̃a pagsusumakit ng̃ kapitán na maiwasan ang mg̃a balakid sa ilog.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,6,12,"Ang kapitán ay isáng ginoo na may magiliw na anyô, lubhâ ng̃ matandâ, dating maglalayág na noong kabataàn niya ay namahalà sa lalòng matuling daóng at sa lalòng malawak na karagatan at ng̃ayóng tumandâ’y ginagamit ang lalòng malakíng pag-iisip, pagiing̃at at pagbabantáy upáng maiwasan ang maliliít na kapang̃aniban.... At yaón dín ang balakid sa araw araw, ang dati ring mabababaw na burak, ang dati ring lakí ng̃ bapor na násasadsád sa mg̃a likô ring yaon, na warì’y isáng matabâng babai sa gitnâ ng̃ siksikan ng̃ tao, kayâ’t ang mabaít na kapitán ay humihintô sa bawà’t sandalî, umuurong, pinagkakalahatì lamang ang tulin, pinagpapalipatlipat sa kaliwâ’t sa kanan ang limáng marinerong may hawak na tikin upáng ipanibulos ang likông itinuturò ng̃ timón. Warìng isáng matandâng kawal, na matapos mamunò sa mg̃a tao sa isáng maligalig na himagsikan, ay nagíng taga pag-alagà, ng̃ tumandâ, ng̃ batàng masumpung̃in, matigás ang ulo at tamád.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,7,13,"At si aling Victorina na siyáng tang̃ìng babaing nakiupô sa lipon ng̃ mg̃a europeo ay siyáng makapagsasabi kung ang bapor Tabò ay tamád, masuwayin at masumpung̃in; si aling Victorina, na gaya ng̃ karaniwan ay napakamasindakin, ay nagtutung̃ayaw sa mg̃a kaskó, bankâ, balsá ng̃ niyog, mg̃a indio na namamangkâ at sampûng mg̃a naglalabá at nagsisipaligò na kinayayamután niya dahil sa pagkakatuwâ at kaing̃ayan! Siya ng̃â namán, kung walâng mg̃a indio sa ilog at sa bayan ay bubuti ang lakad ng̃ Tabò, oo! kung walâng isá mang indio, sa mundó; hindî niya nápupunang ang mg̃a tumitimón ay pawàng indio, indio ang mg̃a marinero, indio ang mg̃a makinista, indio ang siyam na pù’t siyam sa bawà’t isáng daang sakáy at siyá man ay india rin kung kakayurin ang kaniyang pulbós at huhubarán siya ng̃ ipinagmamalakíng bata. Nang umagang iyón ay lalò pang namumuhî si aling Victorina dahil sa hindî siya pinapansín ng̃ mg̃a kalipon, at dapat ng̃â namáng magkagayón, sapagkâ’t tignán ng̃â namán ninyó: magkalipon doon ang tatlông prayleng nananalig na ang boông mundó’y lalakad ng̃ patiwarík sa araw na silá’y lumakad ng̃ matuwíd; isáng walâng pagál na D. Custodio na payapàng natutulog, na siyangsiya ang loób sa kaniyang mg̃a munakalà; isáng walâng pagod na mánunulat na gaya ni Ben-Zayb (katimbang ng̃ Ibañez) na nag-aakalàng kung kayâ’t may nag-íisíp sa Maynilà ay sa dahilang siya’y nag-íisíp; isáng canónigo na gaya ni P. Irene na nagbibigay dang̃al sa mg̃a parì dahil sa mabuti ang pagkakaahit ng̃ kaniyang mukhâng kinatatayuan ng̃ isáng ilóng hudío at dahil sa kaniyang sotanang sutlâ na mainam ang tabas at maraming botones; at isáng mayamang mag-aalahás na gaya ni Simoun na siya mandíng tanung̃an at nag-uudyok sa mg̃a galáw ng̃ Capitán General; akalaìn ng̃â ba namáng magkátatagpô ang mg̃a haliging itó na sine quibus non ng̃ bayan, magkápipisan doon at maligayang nag-uusap, na hindî nabibighanìng malugód sa isáng tumakwil sa pagkapilipina, na nagpapulá ng̃ buhók, ¡bagay ng̃ sukat makabugnot sa isáng Joba!, pang̃alang ikinakapit sa sarili ni aling Victorina kailan ma’t may katung̃o.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,8,14,"At ang pagkayamót ng̃ babai’y nararagdagan sa bawà’t pagsigáw ng̃ Kapitán ng̃: baborp! estriborp!, bubunutin ng̃ mg̃a marino ang kaniláng mahahabàng tikín at isasaksák sa isá’t isáng gilid at pinipigil sa tulong ng̃ kaniláng mg̃a hità’t balikat na másadsád sa dakong iyon ang bapor. Kung susukatin sa gayóng anyô ang daóng ng̃ Pamahalàan ay masasabing nawawalâ ang pagkapagóng at nagiging alimang̃o sa tuwîng málalapít ang isáng pang̃anib.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,9,15,"—Ng̃unì’t kapitán, ¿bakit tumutung̃o sa dakong iyan ang inyóng mg̃a mangmang na timonel?—ang tanóng na pagalít ng̃ babai.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,10,16,"—Sapagkâ’t doon ay napakababaw, ali—ang sagót na malumanay ng̃ Kapitán at ikinindát ang matá.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,11,17,"Naugalì na ang ganitó ng̃ Kapitán upáng sabihin warì sa kaniyáng mg̃a salitâ, na dahandahang lumabás: marahan, marahang marahan!",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,12,18,"—Kalahatìng tulin ng̃ mákina, bá, kalahatìng tulin!—ang paalipustâng tutol ni aling Victorina—¿bakit hindî boông tulin?",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,13,19,"—Sapagkâ’t maglalayág tayo sa mg̃a palayang iyan, ali,—ang walâng katinagtinag na sagót ng̃ Kapitán na sabay ang paglabì upang iturò ang bukid; makálawang kumindát.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,14,20,"Ang aling Victorinang itó ay kilalá dahil sa kaniyang mg̃a kasagwâan at mg̃a himaling. Dumádalóng palagì sa mg̃a lipunán at siya’y tinitiis doon kailan ma’t kasama ang kaniyáng pamangkín, si Paulita Gomez, magandá at mayamang binibini, ulila sa amá’t iná, na kinúkupkóp ni aling Victorina. Nang tumandâ na ang aling Victorinang itó ay nag-asawa sa isáng kulang-palad na ang pang̃alan ay D. Tiburcio de Espadaña, at sa mg̃a sandalîng itó na nakikita natin siya ay may labíng limáng taón nang kasál, ang buhók ay postiso at ang kalahatì ng̃ kagayakan ay ayos taga Europa. Sa dahiláng ang kaniyáng boông hang̃ád sapol ng̃ magkaasawa ay ang mag-anyông europea, sa tulong ng̃ iláng mahalay na kaparaanan, ay nahulog díng untî-untî ang kaniyáng ayos sa isáng anyông, sa kasalukuyan, kahi’t na magtulong si Quatrefages at si Virchow ay hindî máwawatasan kung sa alíng lahìng mg̃a kilala siya máihahalò. Makaraan ang iláng taóng pagkákasál, ang kaniyáng asawang nagtiís, na warì’y fakir na umalinsunod sa lahát ng̃ kaniyáng maibigan, ay dinalaw ng̃ isáng masamâng sandalî, isáng araw, at hinambalos siyá ng̃ tinútungkód sa pagkapilay. Dahil sa pagkakabiglâ ni aling Joba, sa gayóng pagbabagong ugalì, ay hindî naalumana ang magiging kasunód ng̃ pangyayari, at ng̃ makaraan ang pagkakagitlá at ng̃ ang kaniyáng asawa ay makatanan, ay sakâ pa lamang náramdamán ang sakít at náhigâng iláng araw, sa gitnâ ng̃ pagkagalák ni Paulita na mahilig sa pagtatawá at pagbibirô sa kaniyáng ali. Ng̃unì’t ang asawa, sindák sa nágawâng kasalanan, na sa kaniya’y warìng isáng kakilakilabot na pagpatay sa kabiyák ng̃ pusò ang gayóng nágawâ, habol ng̃ mg̃a furia sa tahanan (ang dalawáng aso at isáng loro sa bahay), ay nagtatakbó ng̃ boông tuling ipinahintulot ng̃ kaniyáng pílay, lumulan sa unang sasakyáng nátagpûán, sumakáy sa unang bangkâng nákita sa isáng ilog, at, Ulises na pilipino, nagpagalàgalà sa mg̃a bayán-bayán, sa isá’t isáng lalawigan, sa isá’t isáng pulô, na pinamumuntután ng̃ kaniyáng Calipso, na naka quevedo, na nakayáyamot sa bawà’t mákasama sa paglalakbáy. Tumanggáp ng̃ balità na ang lalaki’y nagtatagò sa isáng bayan ng̃ Laguna, kayâ’t yáon na siya upáng akitin sa tulong ng̃ kaniyáng buhók na tininà.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,15,21,"Ang mg̃a kasabáy ay nagkáisáng magsanggaláng sa kaniyáng pakikitung̃o sa pamagitan ng̃ isáng walâng hintông pagsasalitâang ang balàng bagay ay pinagtalunan. Sa mg̃a sandalîng iyón, dahil sa palikôlikô ng̃ ilog, ay pinag-uusapan ang pagtutuwíd sa kaniya at ang ukol sa mg̃a gawâin ng̃ Obras del Puerto.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,16,22,"Si Ben-Zayb, ang mánunulat na mukhâng prayle, ay nakikipagtalo sa isáng parìng batà na mukhâ namáng artillero. Kapwâ nagsisigawang ang anyô ng̃ mukhâ ay iniaayos sa sinasabi, itinátaás ang mg̃a bisig, inilalahad ang mg̃a kamáy, nagsisitadyák, nag-uusap ng̃ ukol sa patitís, mg̃a palaisdàan, ilog San Mateo, mg̃a indio at ibp. sa gitnâ ng̃ kasiyahang loob ng̃ mg̃a nakikiníg at sa gitnâ rin namán ng̃ boông pagkainíp ng̃ isáng matandâng parìng pransiskano, na lubhâng nápakapayát at nang̃ang̃alirang, at ng̃ isáng dominiko na magandá ang tindíg na nagbábakás.... nagbábakás sa kaniyáng mg̃a labì ng̃ isáng ng̃itîng pakutyâ.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,17,23,"Ang payát na pransiskano, na nakápuná sa ng̃itî ng̃ dominiko, ay nagnasàng makilahók sa usapan, upáng maputol. Iginagalang siya marahil, kayâ’t sa isáng kilos lamang ng̃ kamáy ay napigil ang pag-uusap ng̃ dalawá, nang ang parìng-artillero ay tumukoy ng̃ ukol sa kinátutuhan at ang mánunulat na prayle ay ng̃ ukol namán sa karunung̃an.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,18,24,"—¿Alám bagá ninyó kung anó ang mg̃a taong marurunong, Ben-Zayb?—anáng pransiskano na ang boses ay malalim, na hindî man lamang halos gumaláw sa kaniyáng uupan, at ang mg̃a nang̃ang̃alirang na kamáy ay bahagyâ nang ikilos—Nariyan sa lalawigan ang Puente del Capricho, na gawâ ng̃ isáng kapatíd namin, at hindî nayarì, sapagkâ’t pinintasáng mahinà at mapang̃anib ng̃ mg̃a marurunong, sa panunuláy sa kaniláng mg̃a sapantahà, ng̃unì’t tignán ninyó’t nariyan ang tuláy na naglálabán sa lahát ng̃ bahâ at lindol.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,19,25,"—Iyan, puñales, iyang talagá, iyan ng̃â sana ang sasabihin ko!—ang wikà ng̃ parìng artillero na kasabáy ang suntók sa gabáy ng̃ kaniyáng luklukang kawayan;—iyan, ang Puente del Capricho at ang mg̃a marurunong; iyan sana ang sasabihin ko, P. Salvi, puñales.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,20,26,"Nápahintông nakang̃itî si Ben-Zayb, marahil sa paggalang ó kayâ’y dahil sa sadyâng walâng maalamang isagot; kahit gayong ¡siya ang tang̃ìng nag-íisíp dito sa Pilipinas!—Si P. Irene ay sumasang-ayon sa tulong ng̃ ulo, samantalang pinapahidpahiran ang kaniyáng mahabàng ilóng.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,21,27,"Si P. Salvi, iyóng parìng payát at nang̃ang̃alirang, ay nagpatuloy, na warìng nasiyahan sa gayóng pang̃ang̃ayupapà, sa gitnâ ng̃ katahimikan:",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,22,28,—Datapwâ’y hindî ibig sabihin ng̃ ganitó na kayó’y walâ sa katwiran at gayón dín namán si P. Camorra (itó ang pang̃alan ng̃ parìng artillero); ang kasamaán ay nasa lawà.....,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,23,29,"—Sadyâ namáng walâng mabuting lawà sa lupaíng itó—ang patláng ni aling Victorina, na muhîng muhî na at humandâ upáng lusubing mulî ang kutà.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,24,30,"Ang mg̃a binabakod ay sindák na nagting̃inan, ng̃unì’t, gaya ng̃ katalasan ng̃ isáng general, dumulóg ang mag-aalahás na si Simoun:",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,25,31,"—Ang kagamutan ay nápakadalî,—anyá na ang pagbigkás ng̃ salitâ ay katang̃itang̃ì, kalahatìng inglés at kalahatìng amerikano sa Timog—at hindî ko ng̃â maalaman kung bakit hindî pa náiisip ng̃ kahit sino.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,26,32,"Ang lahát ay luming̃ón, sampû ng̃ dominiko, at pinakinggán siyang mabuti. Ang mag-aalahás ay isáng taong yayát, mataas, malitid, nápakakayumanggí, suot inglés at ang ginagamit ay warìng salakót na timsim. Katang̃ìtang̃ì sa kaniya ang mahabàng buhók na putîng putî na nátitiwalî sa misáy na itím, madalang, na nagpapakilala ng̃ kaniyáng pagkamestiso. Upang iwasan ang sinag ng̃ araw ay palagìng gumagamit ng̃ salamíng asul na de rejillas, na tumátakíp sa kaniyáng mg̃a matá at bahagi ng̃ mg̃a pisng̃í, na siyáng nagbibigáy sa kaniya ng̃ anyông bulág ó may sakít sa matá. Nakatayông ang paa’y nakabikakâ upáng makapanimbang warî, ang mg̃a kamáy ay nakapasok sa mg̃a alapót ng̃ kaniyáng chaqueta.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,27,33,—Ang kagamutan ay lubhâng madalî—ang ulit—at walâng magugugol.,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,28,34,"Ang pakiking̃íg na mabuti ay nag-ibayo. Násasabísabí sa mg̃a lipunán sa Maynilà na ang táong iyon ay siyang sinusunód ng̃ General, kayâ’t nákikinikinitá na ng̃ lahát na ang kagamutan ay magagawâ. Pati si D. Custodio ay nápaling̃ón.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,29,35,"—Magbukás ng̃ isáng ludlód na tuwid, mulâ sa pagpasok ng̃ ilog hangáng sa paglabás, na dádaan sa Maynilà, itó ng̃â, gumawâ ng̃ isáng bagong ilog na ludlód at tabunan ang dating ilog Pasig. Hindî mag-aaksayá ng̃ lupà at iiklî ang paglalakbáy, mapipigil ang pagkakaroon ng̃ dakong mababaw.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,30,36,"Ang panukalàng itó’y nakalitó sa lahát halos, na nahirati sa mg̃a paraáng tapaltapal.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,31,37,"—Isáng munakalàng yankee—ani Ben-Zayb, na ibig kalugdán ni Simoun—Ang mag-aalahás ay malaong naninirahan sa Amerika, sa Hilagà.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,32,38,"Inarì ng̃ lahát na malakí ang palagáy at ang gayón ay ipinakilala sa mg̃a galáw ng̃ ulo. Tang̃ì si D. Custodio, ang may magandáng loob na si D. Custodio, na dahil sa kaniyáng malayàng kalagayan at matataás na katungkulang gináganáp, ay nag-akalàng nárarapat na bakahin niya ang isáng panukalà na hindî sa kaniya buhat—¡iyon ay isáng pang̃ung̃unang baít!—umubó, hinaplós ang kaniyáng misáy at sa tulong ng̃ kaniyáng matigás na boses at warìng nasa sa isáng sadyâng pagpupulong ng̃ Ayuntamiento, ay nagwikàng:",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,33,39,"—Patawarin akó ni G. Simoun, na aking kagalanggalang na kaibigan, kung sabihin kong hindî niya akó kasang-ayon; maraming salapî ang magugugol at marahil ay sisirà tayo ng̃ mg̃a bayanan.",paragraph
