book_title,author,source,source_filename,chapter_index,chapter_title,para_index_in_chapter,global_para_index,text,text_type
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,5,11,"At kung ang pagkakawangki sa daong ng Pamahalaan ay hindi pa lubos, ay tingnan ang pagkakalagay ng mga lulan. Sa ilalim ng cubierta ay nangagdungaw ang mga mukhang kayumanggi at maiitim ng mga taga rito, mga insik at mestiso na nagkakasiksikang kasama ng mga lulang kalakal at mga kaban, samantalang sa itaas, sa ibabaw ng cubierta at sa lilim ng isang panambil na nagtatanggol sa kanila sa init ng araw, ay nangakaupo sa maginhawang luklukan ang ilang sakay na suot taga Europa, mga prayle at mga kawani, na humihitit ng malalaking tabako, samantalang tinatanaw ang mga dinadaanan, na hindi man napupuna ang mga pagsusumakit ng kapitan na maiwasan ang mga balakid sa ilog.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,6,12,"Ang kapitan ay isang ginoo na may magiliw na anyo, lubha ng matanda, dating maglalayag na noong kabataan niya ay namahala sa lalong matuling daong at sa lalong malawak na karagatan at ngayong tumanda’y ginagamit ang lalong malaking pag-iisip, pagiingat at pagbabantay upang maiwasan ang maliliit na kapanganiban.... At yaon din ang balakid sa araw araw, ang dati ring mabababaw na burak, ang dati ring laki ng bapor na nasasadsad sa mga liko ring yaon, na wari’y isang matabang babai sa gitna ng siksikan ng tao, kaya’t ang mabait na kapitan ay humihinto sa bawa’t sandali, umuurong, pinagkakalahati lamang ang tulin, pinagpapalipatlipat sa kaliwa’t sa kanan ang limang marinerong may hawak na tikin upang ipanibulos ang likong itinuturo ng timon. Waring isang matandang kawal, na matapos mamuno sa mga tao sa isang maligalig na himagsikan, ay naging taga pag-alaga, ng tumanda, ng batang masumpungin, matigas ang ulo at tamad.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,7,13,"At si aling Victorina na siyang tanging babaing nakiupo sa lipon ng mga europeo ay siyang makapagsasabi kung ang bapor Tabo ay tamad, masuwayin at masumpungin; si aling Victorina, na gaya ng karaniwan ay napakamasindakin, ay nagtutungayaw sa mga kasko, banka, balsa ng niyog, mga indio na namamangka at sampung mga naglalaba at nagsisipaligo na kinayayamutan niya dahil sa pagkakatuwa at kaingayan! Siya nga naman, kung walang mga indio sa ilog at sa bayan ay bubuti ang lakad ng Tabo, oo! kung walang isa mang indio, sa mundo; hindi niya napupunang ang mga tumitimon ay pawang indio, indio ang mga marinero, indio ang mga makinista, indio ang siyam na pu’t siyam sa bawa’t isang daang sakay at siya man ay india rin kung kakayurin ang kaniyang pulbos at huhubaran siya ng ipinagmamalaking bata. Nang umagang iyon ay lalo pang namumuhi si aling Victorina dahil sa hindi siya pinapansin ng mga kalipon, at dapat nga namang magkagayon, sapagka’t tignan nga naman ninyo: magkalipon doon ang tatlong prayleng nananalig na ang boong mundo’y lalakad ng patiwarik sa araw na sila’y lumakad ng matuwid; isang walang pagal na D. Custodio na payapang natutulog, na siyangsiya ang loob sa kaniyang mga munakala; isang walang pagod na manunulat na gaya ni Ben-Zayb (katimbang ng Ibañez) na nag-aakalang kung kaya’t may nag-iisip sa Maynila ay sa dahilang siya’y nag-iisip; isang canonigo na gaya ni P. Irene na nagbibigay dangal sa mga pari dahil sa mabuti ang pagkakaahit ng kaniyang mukhang kinatatayuan ng isang ilong hudio at dahil sa kaniyang sotanang sutla na mainam ang tabas at maraming botones; at isang mayamang mag-aalahas na gaya ni Simoun na siya manding tanungan at nag-uudyok sa mga galaw ng Capitan General; akalain nga ba namang magkatatagpo ang mga haliging ito na sine quibus non ng bayan, magkapipisan doon at maligayang nag-uusap, na hindi nabibighaning malugod sa isang tumakwil sa pagkapilipina, na nagpapula ng buhok, ¡bagay ng sukat makabugnot sa isang Joba!, pangalang ikinakapit sa sarili ni aling Victorina kailan ma’t may katungo.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,8,14,"At ang pagkayamot ng babai’y nararagdagan sa bawa’t pagsigaw ng Kapitan ng: baborp! estriborp!, bubunutin ng mga marino ang kanilang mahahabang tikin at isasaksak sa isa’t isang gilid at pinipigil sa tulong ng kanilang mga hita’t balikat na masadsad sa dakong iyon ang bapor. Kung susukatin sa gayong anyo ang daong ng Pamahalaan ay masasabing nawawala ang pagkapagong at nagiging alimango sa tuwing malalapit ang isang panganib.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,9,15,"—Ngunit kapitan, ¿bakit tumutungo sa dakong iyan ang inyong mga mangmang na timonel?—ang tanong na pagalit ng babai.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,10,16,"—Sapagka’t doon ay napakababaw, ali—ang sagot na malumanay ng Kapitan at ikinindat ang mata.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,11,17,"Naugali na ang ganito ng Kapitan upang sabihin wari sa kaniyang mga salita, na dahandahang lumabas: marahan, marahang marahan!",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,12,18,"—Kalahating tulin ng makina, ba, kalahating tulin!—ang paalipustang tutol ni aling Victorina—¿bakit hindi boong tulin?",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,13,19,"—Sapagka’t maglalayag tayo sa mga palayang iyan, ali,—ang walang katinagtinag na sagot ng Kapitan na sabay ang paglabi upang ituro ang bukid; makalawang kumindat.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,14,20,"Ang aling Victorinang ito ay kilala dahil sa kaniyang mga kasagwaan at mga himaling. Dumadalong palagi sa mga lipunan at siya’y tinitiis doon kailan ma’t kasama ang kaniyang pamangkin, si Paulita Gomez, maganda at mayamang binibini, ulila sa ama’t ina, na kinukupkop ni aling Victorina. Nang tumanda na ang aling Victorinang ito ay nag-asawa sa isang kulang-palad na ang pangalan ay D. Tiburcio de Espadaña, at sa mga sandaling ito na nakikita natin siya ay may labing limang taon nang kasal, ang buhok ay postiso at ang kalahati ng kagayakan ay ayos taga Europa. Sa dahilang ang kaniyang boong hangad sapol ng magkaasawa ay ang mag-anyong europea, sa tulong ng ilang mahalay na kaparaanan, ay nahulog ding unti-unti ang kaniyang ayos sa isang anyong, sa kasalukuyan, kahi’t na magtulong si Quatrefages at si Virchow ay hindi mawawatasan kung sa aling lahing mga kilala siya maihahalo. Makaraan ang ilang taong pagkakasal, ang kaniyang asawang nagtiis, na wari’y fakir na umalinsunod sa lahat ng kaniyang maibigan, ay dinalaw ng isang masamang sandali, isang araw, at hinambalos siya ng tinutungkod sa pagkapilay. Dahil sa pagkakabigla ni aling Joba, sa gayong pagbabagong ugali, ay hindi naalumana ang magiging kasunod ng pangyayari, at ng makaraan ang pagkakagitla at ng ang kaniyang asawa ay makatanan, ay saka pa lamang naramdaman ang sakit at nahigang ilang araw, sa gitna ng pagkagalak ni Paulita na mahilig sa pagtatawa at pagbibiro sa kaniyang ali. Ngunit ang asawa, sindak sa nagawang kasalanan, na sa kaniya’y waring isang kakilakilabot na pagpatay sa kabiyak ng puso ang gayong nagawa, habol ng mga furia sa tahanan (ang dalawang aso at isang loro sa bahay), ay nagtatakbo ng boong tuling ipinahintulot ng kaniyang pilay, lumulan sa unang sasakyang natagpuan, sumakay sa unang bangkang nakita sa isang ilog, at, Ulises na pilipino, nagpagalagala sa mga bayan-bayan, sa isa’t isang lalawigan, sa isa’t isang pulo, na pinamumuntutan ng kaniyang Calipso, na naka quevedo, na nakayayamot sa bawa’t makasama sa paglalakbay. Tumanggap ng balita na ang lalaki’y nagtatago sa isang bayan ng Laguna, kaya’t yaon na siya upang akitin sa tulong ng kaniyang buhok na tinina.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,15,21,"Ang mga kasabay ay nagkaisang magsanggalang sa kaniyang pakikitungo sa pamagitan ng isang walang hintong pagsasalitaang ang balang bagay ay pinagtalunan. Sa mga sandaling iyon, dahil sa palikoliko ng ilog, ay pinag-uusapan ang pagtutuwid sa kaniya at ang ukol sa mga gawain ng Obras del Puerto.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,16,22,"Si Ben-Zayb, ang manunulat na mukhang prayle, ay nakikipagtalo sa isang paring bata na mukha namang artillero. Kapwa nagsisigawang ang anyo ng mukha ay iniaayos sa sinasabi, itinataas ang mga bisig, inilalahad ang mga kamay, nagsisitadyak, nag-uusap ng ukol sa patitis, mga palaisdaan, ilog San Mateo, mga indio at ibp. sa gitna ng kasiyahang loob ng mga nakikinig at sa gitna rin naman ng boong pagkainip ng isang matandang paring pransiskano, na lubhang napakapayat at nangangalirang, at ng isang dominiko na maganda ang tindig na nagbabakas.... nagbabakas sa kaniyang mga labi ng isang ngiting pakutya.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,17,23,"Ang payat na pransiskano, na nakapuna sa ngiti ng dominiko, ay nagnasang makilahok sa usapan, upang maputol. Iginagalang siya marahil, kaya’t sa isang kilos lamang ng kamay ay napigil ang pag-uusap ng dalawa, nang ang paring-artillero ay tumukoy ng ukol sa kinatutuhan at ang manunulat na prayle ay ng ukol naman sa karunungan.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,18,24,"—¿Alam baga ninyo kung ano ang mga taong marurunong, Ben-Zayb?—anang pransiskano na ang boses ay malalim, na hindi man lamang halos gumalaw sa kaniyang uupan, at ang mga nangangalirang na kamay ay bahagya nang ikilos—Nariyan sa lalawigan ang Puente del Capricho, na gawa ng isang kapatid namin, at hindi nayari, sapagka’t pinintasang mahina at mapanganib ng mga marurunong, sa panunulay sa kanilang mga sapantaha, ngunit tignan ninyo’t nariyan ang tulay na naglalaban sa lahat ng baha at lindol.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,19,25,"—Iyan, puñales, iyang talaga, iyan nga sana ang sasabihin ko!—ang wika ng paring artillero na kasabay ang suntok sa gabay ng kaniyang luklukang kawayan;—iyan, ang Puente del Capricho at ang mga marurunong; iyan sana ang sasabihin ko, P. Salvi, puñales.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,20,26,"Napahintong nakangiti si Ben-Zayb, marahil sa paggalang o kaya’y dahil sa sadyang walang maalamang isagot; kahit gayong ¡siya ang tanging nag-iisip dito sa Pilipinas!—Si P. Irene ay sumasang-ayon sa tulong ng ulo, samantalang pinapahidpahiran ang kaniyang mahabang ilong.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,21,27,"Si P. Salvi, iyong paring payat at nangangalirang, ay nagpatuloy, na waring nasiyahan sa gayong pangangayupapa, sa gitna ng katahimikan:",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,22,28,—Datapwa’y hindi ibig sabihin ng ganito na kayo’y wala sa katwiran at gayon din naman si P. Camorra (ito ang pangalan ng paring artillero); ang kasamaan ay nasa lawa.....,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,23,29,"—Sadya namang walang mabuting lawa sa lupaing ito—ang patlang ni aling Victorina, na muhing muhi na at humanda upang lusubing muli ang kuta.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,24,30,"Ang mga binabakod ay sindak na nagtinginan, ngunit, gaya ng katalasan ng isang general, dumulog ang mag-aalahas na si Simoun:",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,25,31,"—Ang kagamutan ay napakadali,—anya na ang pagbigkas ng salita ay katangitangi, kalahating ingles at kalahating amerikano sa Timog—at hindi ko nga maalaman kung bakit hindi pa naiisip ng kahit sino.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,26,32,"Ang lahat ay lumingon, sampu ng dominiko, at pinakinggan siyang mabuti. Ang mag-aalahas ay isang taong yayat, mataas, malitid, napakakayumanggi, suot ingles at ang ginagamit ay waring salakot na timsim. Katangitangi sa kaniya ang mahabang buhok na puting puti na natitiwali sa misay na itim, madalang, na nagpapakilala ng kaniyang pagkamestiso. Upang iwasan ang sinag ng araw ay palaging gumagamit ng salaming asul na de rejillas, na tumatakip sa kaniyang mga mata at bahagi ng mga pisngi, na siyang nagbibigay sa kaniya ng anyong bulag o may sakit sa mata. Nakatayong ang paa’y nakabikaka upang makapanimbang wari, ang mga kamay ay nakapasok sa mga alapot ng kaniyang chaqueta.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,27,33,—Ang kagamutan ay lubhang madali—ang ulit—at walang magugugol.,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,28,34,"Ang pakikingig na mabuti ay nag-ibayo. Nasasabisabi sa mga lipunan sa Maynila na ang taong iyon ay siyang sinusunod ng General, kaya’t nakikinikinita na ng lahat na ang kagamutan ay magagawa. Pati si D. Custodio ay napalingon.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,29,35,"—Magbukas ng isang ludlod na tuwid, mula sa pagpasok ng ilog hangang sa paglabas, na dadaan sa Maynila, ito nga, gumawa ng isang bagong ilog na ludlod at tabunan ang dating ilog Pasig. Hindi mag-aaksaya ng lupa at iikli ang paglalakbay, mapipigil ang pagkakaroon ng dakong mababaw.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,30,36,"Ang panukalang ito’y nakalito sa lahat halos, na nahirati sa mga paraang tapaltapal.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,31,37,"—Isang munakalang yankee—ani Ben-Zayb, na ibig kalugdan ni Simoun—Ang mag-aalahas ay malaong naninirahan sa Amerika, sa Hilaga.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,32,38,"Inari ng lahat na malaki ang palagay at ang gayon ay ipinakilala sa mga galaw ng ulo. Tangi si D. Custodio, ang may magandang loob na si D. Custodio, na dahil sa kaniyang malayang kalagayan at matataas na katungkulang ginaganap, ay nag-akalang nararapat na bakahin niya ang isang panukala na hindi sa kaniya buhat—¡iyon ay isang pangungunang bait!—umubo, hinaplos ang kaniyang misay at sa tulong ng kaniyang matigas na boses at waring nasa sa isang sadyang pagpupulong ng Ayuntamiento, ay nagwikang:",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,33,39,"—Patawarin ako ni G. Simoun, na aking kagalanggalang na kaibigan, kung sabihin kong hindi niya ako kasang-ayon; maraming salapi ang magugugol at marahil ay sisira tayo ng mga bayanan.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,34,40,—Sumira!—ang mahinahong sagot ng mag-aalahas.,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,35,41,—¿At ang salaping ibabayad sa mga manggagawa?......,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,36,42,—Huwag bayaran. Sa mga bilanggo at presidiario......,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,37,43,"—Hindi makasasapat, ginoong Simoun!",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,38,44,"—Kung hindi sasapat, ang lahat ng bayan, ang mga matatanda, ang mga binata, ang mga bata, ay gumawa, at palitan ang labing limang araw na sapilitang paggawa, ng tatlo, apat o limang buwang paggawa na ukol sa Pamahalaan, na may katungkulan pang ang bawa’t isa ay magdala ng kaniyang pagkain at kasangkapan.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,39,45,"Si D. Custodio ay sindak na lumingon upang tanawin kung sa kalapit ay may isang indio na nakakadingig sa kanila. Salamat na lamang at ang nangaroroon ay pawang taga bukid, at ang dalawang timonel ay waring walang pinapansin kun di ang mga liko ng ilog.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",1,I SA CUBIERTA,40,46,"—Ngunit, ginoong Simoun.....",paragraph
